t_cmd,cmd_thrust,cmd_phi,cmd_theta,cmd_psi
11.789999999999793,0x1.7d46c28df7559p+15,-0x1.29d4948000000p+4,0x1.c7661ac000000p+4,-0x1.13e9d82900000p+5
11.819999999999792,0x1.7d7e31a148486p+15,0x1.197b984000000p+4,-0x1.8973ae8000000p+4,0x1.4fbf306500000p+5
11.849999999999792,0x1.7db3613453fe1p+15,-0x1.0afbdd2000000p+4,0x1.9da4f80000000p+4,-0x1.0be4a19a00000p+5
11.879999999999791,0x1.7de67c96084bbp+15,0x1.0bbe90e000000p+4,-0x1.670e223000000p+4,0x1.16769d8900000p+5
11.90999999999979,0x1.7e17b31128adcp+15,-0x1.fe2b4ee000000p+3,0x1.7a6d567000000p+4,-0x1.fc93bc6600000p+4
11.93999999999979,0x1.7e472dfb8d32cp+15,0x1.08d83b6000000p+4,-0x1.4f0ea88000000p+4,0x1.eb1964c200000p+4
11.96999999999979,0x1.7e750e9e3fa92p+15,-0x1.d44ce66000000p+3,0x1.5cf96d4000000p+4,-0x1.cbc588c600000p+4
11.999999999999789,0x1.7ea177b6e0765p+15,0x1.e81f72c000000p+3,-0x1.36a3b33000000p+4,0x1.af6ddd9a00000p+4
12.029999999999788,0x1.7ecc93f362dd8p+15,-0x1.20952ab000000p+5,0x1.281e9f5000000p+6,-0x1.ae44b55600000p+9
12.059999999999787,0x1.7ef623811f14dp+15,0x1.5ec561b000000p+5,-0x1.8d5197b000000p+6,0x1.620d95ae00000p+5
12.089999999999787,0x1.7f1ecae65a529p+15,-0x1.53d5666000000p+5,0x1.70118e3000000p+6,-0x1.3e66b72a00000p+8
12.119999999999786,0x1.7f46f893ce170p+15,0x1.77e6460000000p+5,-0x1.5eaac08000000p+6,0x1.d86fdce800000p+6
12.149999999999785,0x1.7f6e6d76f560ap+15,0x1.bf7bcf8000000p+6,0x1.0364ab5000000p+6,-0x1.4b11c55500000p+6
12.179999999999785,0x1.7f95587607e75p+15,-0x1.00a2700000000p+3,-0x1.96365b4000000p+4,0x1.bfcd14c600000p+6
12.209999999999784,0x1.7fbbec24f8a7fp+15,0x1.9462b48000000p+5,0x1.c792f40000000p+3,-0x1.2da5840200000p+7
12.239999999999783,0x1.7fe27f27e1487p+15,-0x1.f738c7c000000p+3,0x1.86f37a5000000p+3,0x1.a9481eb200000p+5
12.269999999999783,0x1.800930c2f1080p+15,0x1.b448a2a000000p+4,0x1.2184bdf000000p-1,-0x1.26dfecb100000p+6
12.299999999999782,0x1.80302fd2c2f11p+15,-0x1.e0061bc000000p+3,0x1.1ed3db4000000p+3,0x1.78a253cc00000p+4
12.329999999999782,0x1.805791c18b086p+15,0x1.1331d44000000p+4,-0x1.6a524c0000000p+2,-0x1.024164cf00000p+5
12.359999999999781,0x1.807f799eab292p+15,-0x1.9e4965c000000p+3,0x1.10878c3000000p+3,0x1.1851628d00000p+3
12.38999999999978,0x1.80a7fdff4cf93p+15,0x1.822e0ad000000p+3,-0x1.085447b000000p+3,-0x1.6420b30300000p+3
12.41999999999978,0x1.80d125f7ee483p+15,-0x1.5100f30000000p+3,0x1.0b291bf000000p+3,0x1.c105351200000p-2
12.449999999999779,0x1.80fafccd92aa8p+15,0x1.23507ed000000p+3,-0x1.1ac5371000000p+3,-0x1.14dafe8900000p-1
12.479999999999778,0x1.812589e37a5e0p+15,-0x1.1479328000000p+3,0x1.05df57e000000p+3,-0x1.1d40986300000p+2
12.509999999999778,0x1.8150d324a5c26p+15,0x1.e42ae00000000p+2,-0x1.20721a2000000p+3,0x1.464200d000000p+2
12.539999999999777,0x1.817cdf46ccb2bp+15,-0x1.f666614000000p+2,0x1.f37e532000000p+2,-0x1.e2c785b000000p+2
12.569999999999776,0x1.81a9b4db58e7ep+15,-0x1.93ece52000000p+5,0x1.f9b3c40000000p+6,-0x1.d37f12c600000p+10
12.599999999999776,0x1.81d59a5900521p+15,0x1.eada0e8000000p+5,-0x1.566462f000000p+7,-0x1.af4cb35e00000p+7
12.629999999999775,0x1.8202d6106eaf6p+15,-0x1.dc2c320000000p+5,0x1.1684b9f000000p+7,-0x1.3baf912800000p+9
12.659999999999775,0x1.823300166167ap+15,0x1.0cdf865000000p+6,-0x1.1199cc0000000p+7,0x1.bcb6978a00000p+6
12.689999999999774,0x1.826466595971cp+15,-0x1.071eb10000000p+6,0x1.bcd32ee000000p+6,-0x1.4955382800000p+8
12.719999999999773,0x1.8297321c23ad1p+15,0x1.09ed774000000p+6,-0x1.d3c9fde000000p+6,0x1.3d1ffe0d00000p+7
12.749999999999773,0x1.82cb31cdc288fp+15,-0x1.0ca4201000000p+6,0x1.86aae51000000p+6,-0x1.a6428b8a00000p+7
12.779999999999772,0x1.83006b034061bp+15,0x1.f96296c000000p+5,-0x1.9c4322c000000p+6,0x1.27fa476800000p+7
12.809999999999771,0x1.8336d438980f6p+15,-0x1.02621e4000000p+6,0x1.60db270000000p+6,-0x1.3b52e19e00000p+7
12.83999999999977,0x1.836e73f73bd85p+15,0x1.776d056000000p+8,-0x1.77fd4bc000000p+5,0x1.08deb3a000000p+9
12.86999999999977,0x1.83a722e1174fap+15,0x1.c988d54000000p+6,0x1.a10ab20000000p+6,-0x1.6942986f00000p+6
12.89999999999977,0x1.83e15d155a0a0p+15,0x1.1aa869a000000p+7,-0x1.52bd71a000000p+6,0x1.39750fd700000p+5
12.929999999999769,0x1.841db22ec1346p+15,0x1.16d791c000000p+1,0x1.0b2f1be000000p+6,-0x1.afc6948a00000p+7
12.959999999999768,0x1.845c1aea1c539p+15,0x1.1ff367c000000p+6,-0x1.4adc401000000p+6,0x1.ce7535b200000p+4
12.989999999999768,0x1.849c83db09615p+15,-0x1.ceb5840000000p+4,-0x1.f8a61fe000000p+7,0x1.def98fb400000p+6
13.019999999999767,0x1.84deae6a8dd70p+15,0x1.d8c399a000000p+4,-0x1.42e6512000000p+7,-0x1.9c08780000000p+7
13.049999999999766,0x1.8520f71c2d6a8p+15,-0x1.e68c84c000000p+3,-0x1.077f541000000p+7,0x1.826f5a5800000p+5
13.079999999999766,0x1.856151c9046bbp+15,0x1.2b87f4c000000p+4,-0x1.4b45415000000p+6,-0x1.c4b7272e00000p+6
13.109999999999765,0x1.859e462ad515ap+15,-0x1.096fe5f000000p+3,-0x1.06f01d9000000p+6,0x1.6ff12f1400000p+4
13.139999999999764,0x1.85d6daaec0171p+15,0x1.7ef9c8e000000p+3,-0x1.487d048000000p+5,-0x1.ecaae5ea00000p+5
13.169999999999764,0x1.860a7219faaa6p+15,-0x1.0c6b7c1000000p+2,-0x1.f5bcba0000000p+4,0x1.7f1f5e5c00000p+3
13.199999999999763,0x1.8638aa3c07373p+15,0x1.0ec6c64000000p+3,-0x1.4261f33000000p+4,-0x1.07e6561500000p+5
13.229999999999762,0x1.86615d57a1509p+15,0x1.3a77e99000000p+6,-0x1.859fd13000000p+7,0x1.245f45db00000p+11
13.259999999999762,0x1.8681a79ba3f16p+15,-0x1.7178ca4000000p+6,0x1.4e499cc000000p+7,0x1.01ff14bc00000p+9
13.289999999999761,0x1.869b8e3970f31p+15,0x1.3cbf913000000p+6,-0x1.2104bec000000p+7,0x1.9952106c00000p+9
13.31999999999976,0x1.86b1d5eeba275p+15,-0x1.7e29d36000000p+6,0x1.2e75524000000p+7,-0x1.a6c25a4a00000p+3
13.34999999999976,0x1.86c28bbf4ae2ep+15,0x1.43642a5000000p+6,-0x1.e958120000000p+6,0x1.7b7a4c2600000p+8
13.37999999999976,0x1.86ce168c9c470p+15,-0x1.62f2a1d000000p+6,0x1.08edb2b000000p+7,-0x1.0edeb75a00000p+7
13.409999999999759,0x1.86d49600e715dp+15,0x1.3c3240a000000p+6,-0x1.b915396000000p+6,0x1.d0ea277600000p+7
13.439999999999758,0x1.86d6729739bc4p+15,-0x1.466a5f3000000p+6,0x1.d2fd2b8000000p+6,-0x1.2c7abea800000p+7
13.469999999999757,0x1.86d3f6cd3bb0fp+15,0x1.2a93b7c000000p+6,-0x1.968f77c000000p+6,0x1.5a5c822f00000p+7
13.499999999999757,0x1.86cd7047868d0p+15,-0x1.2b77cff000000p+6,0x1.a144bd6000000p+6,-0x1.1afdb39c00000p+7
13.529999999999756,0x1.86c32a172ef9ep+15,0x1.11b75fe000000p+6,-0x1.3096047000000p+7,0x1.7abafc9000000p+7
13.559999999999755,0x1.86b5595614bdap+15,-0x1.19fec26000000p+6,0x1.67b4b91000000p+6,-0x1.6a2246a400000p+7
13.589999999999755,0x1.86a40471ded0bp+15,0x1.0ec9649000000p+6,-0x1.d8e09dc000000p+6,0x1.4eed367d00000p+7
13.619999999999754,0x1.868f1a4377acbp+15,-0x1.068ba22000000p+8,0x1.b424008000000p+7,-0x1.5ab147d800000p+8
13.649999999999753,0x1.8676a71f582e6p+15,-0x1.e684282000000p+7,-0x1.8bba7cf000000p+7,0x1.c6431b7000000p+4
13.679999999999753,0x1.865b400b5f520p+15,-0x1.63bd8fd000000p+7,0x1.c490fea000000p+5,-0x1.1b77de0600000p+8
13.709999999999752,0x1.863cef50e6a13p+15,-0x1.96af69e000000p+5,-0x1.b6c55dc000000p+6,0x1.31a781d100000p+8
13.739999999999752,0x1.861b070d1c52ap+15,-0x1.3b7ac65000000p+6,0x1.2f93afa000000p+6,-0x1.b263c60400000p+6
13.76999999999975,0x1.85f57383b30b6p+15,0x1.7b5c7c5000000p+3,-0x1.30c4c9e000000p+6,0x1.d93bc03800000p+7
13.79999999999975,0x1.85cc47fd72cd0p+15,-0x1.9d72206000000p+5,0x1.2a1a998000000p+6,-0x1.7dd9ae6200000p+6
13.82999999999975,0x1.859fafa2ee224p+15,0x1.f03ff42000000p+4,-0x1.fa21560000000p+5,0x1.41ecc47500000p+7
13.859999999999749,0x1.856fe21c0c98bp+15,-0x1.59ef0ec000000p+5,0x1.11490a9000000p+6,-0x1.73f51a8a00000p+6
13.889999999999748,0x1.853d2e736ccb0p+15,0x1.245b543000000p+5,-0x1.c6f4f20000000p+5,0x1.d123310600000p+6
13.919999999999748,0x1.8507d77ca28d8p+15,-0x1.413ae34000000p+5,0x1.f301050000000p+5,-0x1.5d60dbdd00000p+6
13.949999999999747,0x1.84d01b521148ep+15,0x1.2bae1f1000000p+5,-0x1.a56b1e2000000p+5,0x1.6f5b06a600000p+6
13.979999999999746,0x1.849632810ec51p+15,-0x1.2dc5089000000p+5,0x1.c98bbd0000000p+5,-0x1.3d795a8400000p+6
14.009999999999746,0x1.845a5c9e6abd9p+15,0x1.d9c4dd0000000p+5,-0x1.9babf08000000p+6,0x1.cfee6b2000000p+9
14.039999999999745,0x1.841c5e7a12f38p+15,-0x1.0eb7bdd000000p+6,0x1.e204536000000p+6,-0x1.e3533e3e00000p+6
14.069999999999744,0x1.83dcace15ae9ep+15,0x1.02b89f9000000p+6,-0x1.ab3d2e6000000p+6,0x1.7bc5273c00000p+8
14.099999999999744,0x1.839bdabfb8d9dp+15,-0x1.1b84703000000p+6,0x1.ce3c918000000p+6,-0x1.36b8327400000p+7
14.129999999999743,0x1.8359baf57dcffp+15,0x1.04982a1000000p+6,-0x1.86d08c2000000p+6,0x1.b71895a800000p+7
14.159999999999743,0x1.83168b60bf64ap+15,-0x1.0ee4a6b000000p+6,0x1.a0caa84000000p+6,-0x1.27f1a95a00000p+7
14.189999999999742,0x1.82d2766980ea2p+15,0x1.0213cdd000000p+6,-0x1.c161b94000000p+7,0x1.00dff74500000p+8
14.219999999999741,0x1.828d8f1edb5acp+15,-0x1.25dcb15000000p+6,0x1.b07879c000000p+5,-0x1.bbea2a8800000p+7
14.24999999999974,0x1.82477ea902388p+15,0x1.10adc62000000p+6,-0x1.3df3fbe000000p+7,0x1.662bf80b00000p+7
14.27999999999974,0x1.81ffdbea8c295p+15,-0x1.16092f6000000p+6,0x1.2d07e8f000000p+6,-0x1.5aefd11f00000p+7
14.30999999999974,0x1.81b660e7216f6p+15,0x1.8ddfc30000000p+8,0x1.70f4aad000000p+5,0x1.cb09706e00000p+9
14.339999999999739,0x1.816a87889c0a0p+15,0x1.6e65eb3000000p+8,-0x1.8bd8ea0000000p+4,-0x1.380f766e00000p+5
14.369999999999738,0x1.811d3f4c52f5dp+15,0x1.0a5a6d0000000p+8,0x1.81c2b96000000p+3,-0x1.2d45399e00000p+3
14.399999999999737,0x1.80cf2604a10dcp+15,0x1.013b437000000p+7,-0x1.4757aa1000000p+3,-0x1.955ed47200000p+7
14.429999999999737,0x1.807fd88f7611ap+15,0x1.5cae4c7000000p+6,-0x1.db3dd42000000p+4,-0x1.54193e2600000p+7
14.459999999999736,0x1.802f767720f53p+15,0x1.00ba634000000p+5,-0x1.ef6f87e000000p+3,-0x1.28cb772a00000p+7
14.489999999999736,0x1.7fde16abf8d26p+15,0x1.fb7575e000000p+4,-0x1.e77bc08000000p+4,-0x1.7cabb1ca00000p+6
14.519999999999735,0x1.7f8bd1309cad6p+15,0x1.ccd7ce4000000p+1,-0x1.2ddee35000000p+3,-0x1.30d9dccc00000p+6
14.549999999999734,0x1.7f38ca4f747cfp+15,0x1.b77b882000000p+3,-0x1.7c6c07f000000p+4,-0x1.2e6eb84f00000p+5
14.579999999999734,0x1.7ee525c7b3676p+15,-0x1.e783dea000000p+5,0x1.02ab2a4000000p+7,-0x1.d503535a00000p+10
14.609999999999733,0x1.7e8f276deeafep+15,0x1.34ff96c000000p+6,-0x1.8fdadf5000000p+7,-0x1.1fc979ab00000p+8
14.639999999999732,0x1.7e39269c423a7p+15,-0x1.11dc408000000p+6,0x1.2999be0000000p+7,-0x1.2a16a56400000p+9
14.669999999999732,0x1.7de4fbc4cb077p+15,0x1.3e5a90d000000p+6,-0x1.54ee390000000p+7,0x1.7e80344400000p+5
14.699999999999731,0x1.7d91063215dc8p+15,-0x1.1947c9c000000p+6,0x1.0f386c0000000p+7,-0x1.23466ddc00000p+8
14.72999999999973,0x1.7d3d7269486a1p+15,0x1.2ee658a000000p+6,-0x1.1d9236a000000p+7,0x1.059c603900000p+7
14.75999999999973,0x1.7cea26ad7fc44p+15,-0x1.152ee94000000p+6,0x1.f0f6120000000p+6,-0x1.8002946000000p+7
14.78999999999973,0x1.7c9749b1e3597p+15,0x1.1c7904b000000p+6,-0x1.f6dc33c000000p+6,0x1.0e6bd89d00000p+7
14.819999999999729,0x1.7c44fab8a8bc0p+15,-0x1.1ddd018000000p+8,0x1.2567d8d000000p+8,-0x1.827d3c0e00000p+8
14.849999999999728,0x1.7bf357abff7a7p+15,-0x1.108ecc7000000p+8,-0x1.bd05f6e000000p+6,-0x1.6a33b1a000000p+5
14.879999999999727,0x1.7ba2ceb9ddf0fp+15,-0x1.f2bbdac000000p+7,0x1.90fbc52000000p+6,-0x1.06d96dc000000p+8
14.909999999999727,0x1.7b538ed643d4fp+15,-0x1.eace3d8000000p+7,-0x1.0e7138b000000p+7,0x1.edc4145600000p+6
14.939999999999726,0x1.7b052ff03a017p+15,-0x1.771f5db000000p+6,0x1.97637ac000000p+5,-0x1.355777a000000p+6
14.969999999999725,0x1.7ab74fa5ad671p+15,-0x1.353e0d6000000p+6,-0x1.6790e53000000p+5,0x1.25b9347300000p+8
14.999999999999725,0x1.7a697ee236a72p+15,-0x1.b86f518000000p+4,0x1.b3cc998000000p+5,-0x1.3c40d3ae00000p+4
15.029999999999724,0x1.7a1bc37e18111p+15,-0x1.5321251000000p+4,-0x1.acf735c000000p+4,0x1.7659744200000p+7
15.059999999999723,0x1.79ce33b4edf9ap+15,-0x1.687d154000000p+3,0x1.6fddb97000000p+5,-0x1.04fab77500000p+5
15.089999999999723,0x1.7980eef18deaap+15,-0x1.33cc09f000000p+0,-0x1.9f533ae000000p+4,0x1.99f3355a00000p+6
15.119999999999722,0x1.79341bbd2ef93p+15,-0x1.076144c000000p+3,0x1.4afdbd8000000p+5,-0x1.1eabad1e00000p+6
15.149999999999721,0x1.78e7d80a76d14p+15,0x1.eb34796000000p+2,-0x1.f9fc7ec000000p+4,0x1.d1385cf200000p+5
15.17999999999972,0x1.789c453b09721p+15,-0x1.1ff92ac000000p+3,0x1.2e51688000000p+5,-0x1.881fe36400000p+5
15.20999999999972,0x1.785178cf565e6p+15,0x1.702ffcd000000p+3,-0x1.039723a000000p+5,0x1.4d78603300000p+5
15.23999999999972,0x1.780792fa4ff29p+15,-0x1.4a3e6cf000000p+2,0x1.16ae8f5000000p+5,-0x1.67bbf21600000p+5
15.269999999999719,0x1.77beabfd0b5a3p+15,0x1.0862517000000p+4,-0x1.e7cf13c000000p+4,0x1.dd99731400000p+4
15.299999999999718,0x1.7776d33089bc6p+15,-0x1.278e990000000p+2,0x1.03dc4ac000000p+5,-0x1.613cc98800000p+5
15.329999999999718,0x1.773020e3d54fep+15,0x1.3023b2d000000p+4,-0x1.dad7d3a000000p+4,0x1.49e1d6b100000p+4
15.359999999999717,0x1.76eaa80c79f23p+15,-0x1.1b22882000000p+2,0x1.f8447b0000000p+4,-0x1.501b44a900000p+5
15.389999999999716,0x1.76a6774d3a27bp+15,0x1.3b6bbf7000000p+4,-0x1.d67932e000000p+4,0x1.f69cda9000000p+3
15.419999999999716,0x1.76639ca9b0c33p+15,0x1.79dd4d0000000p+7,0x1.62cd317000000p+8,0x1.6b59928900000p+6
15.449999999999715,0x1.762222d89aa63p+15,-0x1.8bc2e2f000000p+5,0x1.83ac240000000p+7,0x1.250d2bec00000p+6
15.479999999999714,0x1.75e29865d2722p+15,0x1.9844fe0000000p+6,0x1.aaeff5a000000p+6,-0x1.494b02e000000p+7
15.509999999999714,0x1.75a5d56a197cfp+15,-0x1.9ca2632000000p+5,0x1.eac35d2000000p+6,0x1.edd9f2f800000p+5
15.539999999999713,0x1.756c3b2e5e2eap+15,0x1.fb4df88000000p+5,0x1.760894f000000p+3,-0x1.98107c3400000p+6
15.569999999999713,0x1.75360616effabp+15,-0x1.6730d50000000p+5,0x1.554ef83000000p+6,0x1.6444b54600000p+4
15.599999999999712,0x1.75034f24c13f0p+15,0x1.6904997000000p+5,-0x1.b4f644a000000p+4,-0x1.140a410900000p+5
15.629999999999711,0x1.74d415e5a5c90p+15,-0x1.3211714000000p+5,0x1.164a413000000p+6,-0x1.a3ad744800000p+1
15.65999999999971,0x1.74a84198c6d8ep+15,-0x1.9655a4a000000p+3,0x1.312184f000000p+6,-0x1.983fc5ac00000p+10
15.68999999999971,0x1.747e476175d53p+15,0x1.a2882a4000000p+4,-0x1.0e6c99e000000p+7,-0x1.b75c2f5200000p+7
15.71999999999971,0x1.7457b4b007ba8p+15,-0x1.aadc4e6000000p+4,0x1.f112b22000000p+6,-0x1.eecc06a600000p+8
15.749999999999709,0x1.7435b97a08e28p+15,0x1.21d50ee000000p+5,-0x1.e6b8cb2000000p+6,0x1.593f4c8300000p+5
15.779999999999708,0x1.7416d837b3046p+15,-0x1.266fea6000000p+5,0x1.d11f950000000p+6,-0x1.b9c77e4a00000p+7
15.809999999999707,0x1.73fafb24dd440p+15,0x1.373dd9b000000p+5,-0x1.ba3cabc000000p+6,0x1.863a79c400000p+6
15.839999999999707,0x1.73e1e0f567252p+15,-0x1.4bc07f5000000p+5,0x1.ae0524e000000p+6,-0x1.0cad54ff00000p+7
15.869999999999706,0x1.73cb782aa13d6p+15,0x1.3a92bfe000000p+5,-0x1.9c4becc000000p+6,0x1.8d13d90c00000p+6
15.899999999999705,0x1.73b79b44ebaf3p+15,-0x1.57ecaa6000000p+5,0x1.901d7e0000000p+6,-0x1.92ee303e00000p+6
15.929999999999705,0x1.73a62bd6daec6p+15,0x1.817f58f000000p+8,-0x1.2e44208000000p+6,0x1.0998058500000p+9
15.959999999999704,0x1.7396e62b395b2p+15,0x1.9e04228000000p+7,0x1.459684d000000p+7,0x1.64cc177a00000p+5
15.989999999999704,0x1.7389d3edb98edp+15,0x1.0ffd349000000p+7,-0x1.5e352c8000000p+6,0x1.30b5265c00000p+5
16.019999999999705,0x1.737f0402c290cp+15,0x1.8375a47000000p+5,0x1.24cf745000000p+6,-0x1.ed82dc0c00000p+7
16.04999999999971,0x1.7376357062fe1p+15,0x1.aeb359c000000p+5,-0x1.7712511000000p+6,-0x1.8f3d084800000p+1
16.079999999999714,0x1.736f47fcc4da1p+15,-0x1.4106f0d000000p+2,0x1.e2167a4000000p+5,-0x1.5ea63cbd00000p+7
16.10999999999972,0x1.736a14f1f13a5p+15,0x1.daf2252000000p+4,-0x1.4b21e5c000000p+6,0x1.152e158800000p+5
16.139999999999723,0x1.73667c2d0f14fp+15,-0x1.6d70d1e000000p+4,0x1.e6e4ef2000000p+5,-0x1.aed2d52000000p+6
16.169999999999728,0x1.73646947d2ecbp+15,0x1.6b7c83c000000p+4,-0x1.21725d4000000p+6,0x1.bdc3ad4800000p+5
16.199999999999733,0x1.7363c39873accp+15,0x1.b2dbe08000000p+5,0x1.3a09bce000000p+7,0x1.1082d42e00000p+11
16.229999999999738,0x1.7361e1b562c92p+15,-0x1.cf2cdd2000000p+5,0x1.2df0e4b000000p+7,0x1.66c1594100000p+9
16.259999999999742,0x1.73613d4bd4e7dp+15,0x1.36496f6000000p+5,0x1.63fb289000000p+5,0x1.3c917c1e00000p+9
16.289999999999747,0x1.73651c153e037p+15,-0x1.b20333c000000p+5,0x1.d9230f2000000p+6,0x1.a56426ec00000p+7
16.31999999999975,0x1.736bb67fd5efep+15,0x1.1d645b9000000p+5,0x1.78dfd58000000p+0,0x1.cd476ae800000p+7
16.349999999999756,0x1.7375348863d58p+15,-0x1.6964392000000p+5,0x1.577c067000000p+6,0x1.386351b700000p+5
16.37999999999976,0x1.7381a4f912ed1p+15,0x1.0a25b5b000000p+5,-0x1.813ec42000000p+4,0x1.aa5c440e00000p+6
16.409999999999766,0x1.739127ddd4e45p+15,-0x1.2a6d6ca000000p+5,0x1.0cb5f8d000000p+6,-0x1.83b27d0000000p+3
16.43999999999977,0x1.73a3cde2979e5p+15,0x1.ed6ade4000000p+4,-0x1.2a82944000000p+5,0x1.0c6db10100000p+6
16.469999999999775,0x1.73b9ae52fbadfp+15,-0x1.0268580000000p+5,0x1.c313096000000p+5,-0x1.d45f118c00000p+4
16.49999999999978,0x1.73d2d50fcd3ebp+15,0x1.c69152e000000p+4,-0x1.4fc5918000000p+5,0x1.be2b18de00000p+5
16.529999999999784,0x1.73ef46ba23979p+15,-0x1.cb58076000000p+4,0x1.85cf699000000p+5,-0x1.235625c900000p+5
16.55999999999979,0x1.740efceefff58p+15,0x1.9d0f1d8000000p+4,-0x1.4d392d0000000p+5,0x1.a31aa92e00000p+5
16.589999999999794,0x1.7431f61b7c39dp+15,-0x1.9f84760000000p+4,0x1.554f81b000000p+5,-0x1.3e974d2700000p+5
16.6199999999998,0x1.74583769fae69p+15,0x1.762e181000000p+4,-0x1.3626813000000p+5,0x1.9b9f80e800000p+5
16.649999999999803,0x1.7481b7ebac2c6p+15,-0x1.7fed56e000000p+4,0x1.267f0ef000000p+5,-0x1.4791161000000p+5
16.679999999999808,0x1.74ae6f3ea9639p+15,-0x1.8219c11000000p+7,-0x1.967008e000000p+3,-0x1.894695c600000p+6
16.709999999999813,0x1.74de52d956253p+15,0x1.24aaf30000000p+5,-0x1.ce1d4e6000000p+5,-0x1.010683ec00000p+6
16.739999999999817,0x1.75114a1e29d97p+15,-0x1.a370e14000000p+6,-0x1.d4d2656000000p+7,0x1.d457e4a200000p+7
16.769999999999822,0x1.7546f798fc58ap+15,0x1.3b5990c000000p+5,-0x1.347d10b000000p+6,-0x1.879811dc00000p+7
16.799999999999827,0x1.757e897dd9fbcp+15,-0x1.a37f586000000p+5,-0x1.73d7f63000000p+6,0x1.99bbf4d200000p+7
16.82999999999983,0x1.75b718c9f06cfp+15,0x1.d069100000000p+4,-0x1.1963681000000p+5,-0x1.b7c6571a00000p+6
16.859999999999836,0x1.75f00f4fb3854p+15,-0x1.c99f3ec000000p+4,-0x1.3c23c4d000000p+5,0x1.cb31a75a00000p+6
16.88999999999984,0x1.76291548d009fp+15,0x1.3930bbc000000p+4,-0x1.4f4cf68000000p+4,-0x1.1175f56400000p+6
16.919999999999845,0x1.7661ee6ed0424p+15,-0x1.0bd05b9000000p+4,-0x1.135ef56000000p+4,0x1.c1d76c8000000p+5
16.94999999999985,0x1.769a68b142836p+15,-0x1.b85cfee000000p+5,0x1.0625150000000p+7,-0x1.fe74663400000p+10
16.979999999999855,0x1.76d03ecae17fap+15,0x1.640c85e000000p+5,-0x1.4acf977000000p+7,-0x1.2ec3dd2f00000p+10
17.00999999999986,0x1.770525c433b89p+15,-0x1.ca70474000000p+4,0x1.5e12818000000p+6,-0x1.5ce19e2200000p+9
17.039999999999864,0x1.773be0a4e252bp+15,0x1.5baf4b3000000p+5,-0x1.a8c192c000000p+6,-0x1.cb462c4800000p+7
17.06999999999987,0x1.7773114de89e8p+15,-0x1.01096da000000p+5,0x1.30ad80f000000p+6,-0x1.0ffbb3e500000p+8
17.099999999999874,0x1.77aa0b62e569ep+15,0x1.3687406000000p+5,-0x1.453b1cd000000p+6,0x1.022d048000000p+4
17.129999999999878,0x1.77e081c79ccd8p+15,-0x1.1935998000000p+5,0x1.fb5509e000000p+5,-0x1.3346b2e100000p+7
17.159999999999883,0x1.78167425de8c9p+15,0x1.1f428cc000000p+5,-0x1.00e9948000000p+6,0x1.27db614000000p+6
17.189999999999888,0x1.784bd81c8cb16p+15,-0x1.1cb6c48000000p+5,0x1.b4a28d6000000p+5,-0x1.af0e9dd000000p+6
17.219999999999892,0x1.7880b1c996facp+15,0x1.08e0214000000p+5,-0x1.b61d8b4000000p+5,0x1.2d80772500000p+6
17.249999999999897,0x1.78b4f54b70b51p+15,-0x1.10ab80e000000p+5,0x1.8b404d4000000p+5,-0x1.49a175bc00000p+6
17.2799999999999,0x1.78e8a90409a4fp+15,0x1.e704de2000000p+4,-0x1.819c9b9000000p+5,0x1.121991ab00000p+6
17.309999999999906,0x1.791bd0a0837bcp+15,-0x1.fa289fa000000p+4,0x1.668f93c000000p+5,-0x1.0e8d260100000p+6
17.33999999999991,0x1.794e73f04027dp+15,0x1.bbdd42a000000p+4,-0x1.53670f8000000p+5,0x1.e5df27e400000p+5
17.369999999999916,0x1.7980943b088c5p+15,-0x1.847d426000000p+4,0x1.2edc2f1000000p+8,-0x1.34094b4900000p+8
17.39999999999992,0x1.79b230d286f8dp+15,0x1.fbd4cf4000000p+4,0x1.7da8349000000p+5,0x1.15fbb04c00000p+8
17.429999999999925,0x1.79e42d4dba5b6p+15,-0x1.f4b02c0000000p+7,0x1.fa25f34000000p+7,-0x1.70fd3e9d00000p+8
17.45999999999993,0x1.7a17b47584a04p+15,-0x1.afdecd2000000p+7,-0x1.773535e000000p+6,0x1.d3a1ee9a00000p+5
17.489999999999934,0x1.7a4da1b4a3c5bp+15,-0x1.53c0644000000p+6,0x1.c8bb638000000p+6,-0x1.55646f4e00000p+7
17.51999999999994,0x1.7a862b034b4f6p+15,-0x1.1811233000000p+6,-0x1.e390a08000000p+4,0x1.21d1bda800000p+8
17.549999999999944,0x1.7ac11bfaf9478p+15,-0x1.07ee59f000000p+5,0x1.2d2b5a6000000p+6,-0x1.6717bc0000000p+6
17.57999999999995,0x1.7afeac37bb1f2p+15,-0x1.44241d6000000p+4,-0x1.5c22986000000p+4,0x1.96bc958e00000p+7
17.609999999999953,0x1.7b3efc26566d9p+15,-0x1.4b24521000000p+4,0x1.a2d3df8000000p+5,-0x1.0f0cfc1400000p+6
17.639999999999958,0x1.7b82367bc4acep+15,-0x1.4c19733000000p+1,-0x1.635645a000000p+4,0x1.f37a5f0400000p+6
17.669999999999963,0x1.7bc87861fd262p+15,-0x1.28da3d0000000p+4,0x1.2ef68ea000000p+5,-0x1.bf3e27e800000p+5
