t_cmd,cmd_thrust,cmd_phi,cmd_theta,cmd_psi
5.879999999999919,0x1.762b3edcaee2ap+15,-0x1.1713d90000000p+8,-0x1.7e23a30000000p+7,0x1.ee15e1be00000p+8
5.909999999999918,0x1.766ab830c9f8fp+15,-0x1.c902c9a000000p+7,0x1.8efe05d000000p+6,-0x1.94ae1f2400000p+8
5.939999999999918,0x1.76ad406c81d56p+15,-0x1.a7d6e18000000p+5,-0x1.6c5371a000000p+8,0x1.71145e0c00000p+9
5.969999999999917,0x1.76f1a5249bcdfp+15,-0x1.1ac99c1000000p+7,-0x1.bb67f9a000000p+7,-0x1.69bd1dab00000p+7
5.9999999999999165,0x1.7736f534e8a21p+15,0x1.0dc7610000000p+5,-0x1.fd4f3a4000000p+7,0x1.709a2f3d00000p+7
6.029999999999916,0x1.777baa67c6f0bp+15,-0x1.4d623bf000000p+6,-0x1.f1ba142000000p+5,-0x1.264f151a00000p+3
6.059999999999915,0x1.77be27522e450p+15,0x1.8f3349c000000p+5,-0x1.2d9bd10000000p+7,0x1.8d2df0bc00000p+6
6.089999999999915,0x1.77fd93a5ff144p+15,-0x1.e593c38000000p+5,-0x1.8a19e2f000000p+1,-0x1.5b0c416500000p+5
6.119999999999914,0x1.7839632450bccp+15,0x1.8a24339000000p+5,-0x1.9335d06000000p+6,0x1.066d46bd00000p+6
6.149999999999913,0x1.78715225bd125p+15,-0x1.8a39a95000000p+5,0x1.a1bbe16000000p+4,-0x1.b110db5200000p+5
6.179999999999913,0x1.78a53ee963118p+15,0x1.648a8c6000000p+5,-0x1.27b3ce0000000p+6,0x1.cb3f0b1600000p+5
6.209999999999912,0x1.78d51e0c46607p+15,-0x1.549470a000000p+5,0x1.31bc31d000000p+5,-0x1.c21c050c00000p+5
6.239999999999911,0x1.7900fc5067a9ap+15,0x1.3f46583000000p+5,-0x1.d2c4b02000000p+5,0x1.bf2f3e8600000p+5
6.269999999999911,0x1.7928fadfe50a1p+15,-0x1.2fe9d4c000000p+5,0x1.56c9f93000000p+5,-0x1.b755cc8e00000p+5
6.29999999999991,0x1.794d3b9cc8166p+15,0x1.1f98574000000p+5,-0x1.83cc68f000000p+5,0x1.b89b567200000p+5
6.3299999999999095,0x1.796de2a6f04aap+15,-0x1.12eb8a8000000p+5,0x1.5b3488a000000p+5,-0x1.9ba9c1e800000p+5
6.359999999999909,0x1.798b15c79e8fap+15,0x1.01f6674000000p+5,-0x1.4bbf43b000000p+5,0x1.a62e3e4600000p+5
6.389999999999908,0x1.79a501bbf5b17p+15,-0x1.f5fe69a000000p+4,0x1.4e2561c000000p+5,-0x1.7a86929800000p+5
6.419999999999908,0x1.79bbcb6e2b4dep+15,0x1.d9cbe82000000p+4,-0x1.2362fa1000000p+5,0x1.906432c800000p+5
6.449999999999907,0x1.79cf9d0cdba50p+15,-0x1.c82b204000000p+4,0x1.3c9c78d000000p+5,-0x1.587d4afc00000p+5
6.479999999999906,0x1.79e0a76806008p+15,0x1.b00702e000000p+4,-0x1.04577f6000000p+5,0x1.74a025a600000p+5
6.509999999999906,0x1.79ef0884cba8bp+15,-0x1.a4a33d6000000p+6,0x1.04a539d000000p+7,-0x1.64bfda2d00000p+10
6.539999999999905,0x1.79f9d4e461320p+15,0x1.5c400e9000000p+6,-0x1.87a8f29000000p+7,-0x1.6452b5bf00000p+6
6.569999999999904,0x1.7a02697ed16cap+15,-0x1.682d172000000p+6,0x1.5e9d28d000000p+7,-0x1.c97b006e00000p+8
6.599999999999904,0x1.7a09c57f3b24ep+15,0x1.6b41df4000000p+6,0x1.218fdcd000000p+6,0x1.75f7d60600000p+2
6.629999999999903,0x1.7a0f01f122fa1p+15,-0x1.3e64b5b000000p+6,0x1.1102a19000000p+7,-0x1.6c7f693100000p+6
6.659999999999902,0x1.7a12e5fb61f74p+15,0x1.24593dd000000p+6,-0x1.84e52a6000000p+1,0x1.2008afcc00000p+4
6.689999999999902,0x1.7a15fedfc68b9p+15,-0x1.0ac0e8f000000p+6,0x1.aac4bc0000000p+6,-0x1.20a9339800000p+5
6.719999999999901,0x1.7a18b10a86627p+15,0x1.df2ae1e000000p+5,-0x1.64dbe88000000p+5,0x1.d64873c600000p+4
6.7499999999999005,0x1.7a1b52144ef49p+15,-0x1.bf6d19e000000p+5,0x1.818f633000000p+6,-0x1.111b04a100000p+5
6.7799999999999,0x1.7a1e17ed89858p+15,0x1.94472da000000p+5,-0x1.1183dc6000000p+6,0x1.521cb22900000p+5
6.809999999999899,0x1.7a212b00b6a42p+15,-0x1.7a94522000000p+5,0x1.7cd2889000000p+6,-0x1.6514a14d00000p+5
6.839999999999899,0x1.7a24ad0ba8a21p+15,0x1.5716686000000p+5,-0x1.4b091e0000000p+6,0x1.ad643b8400000p+5
6.869999999999898,0x1.7a28b3f708a93p+15,-0x1.49472a8000000p+5,0x1.8034c98000000p+6,-0x1.d57c389200000p+5
6.899999999999897,0x1.7a2d4c60121e0p+15,0x1.3221547000000p+5,-0x1.6cfb16d000000p+6,0x1.04be89b200000p+6
6.929999999999897,0x1.7a3283b1dff77p+15,-0x1.2abbd16000000p+5,0x1.7c0ba1d000000p+6,-0x1.29c30d7d00000p+6
6.959999999999896,0x1.7a385997fa7a4p+15,0x1.16ab326000000p+5,-0x1.7acb5fe000000p+6,0x1.2d3327a400000p+6
6.989999999999895,0x1.7a3eda2d0770ap+15,-0x1.12b8106000000p+5,0x1.76b8458000000p+6,-0x1.4d5e81a400000p+6
7.019999999999895,0x1.7a460eac222eap+15,0x1.07ea1a7000000p+5,-0x1.7d9074e000000p+6,0x1.47892da600000p+6
7.049999999999894,0x1.7a4df44055f24p+15,-0x1.06f3488000000p+5,0x1.71fb8d4000000p+6,-0x1.614e607600000p+6
7.0799999999998935,0x1.7a568ae5bd6c8p+15,0x1.265319d000000p+7,-0x1.b370ae4000000p+6,0x1.3701401d00000p+7
7.109999999999893,0x1.7a5fccd865b4dp+15,-0x1.0a9686f000000p+6,0x1.25357ca000000p+7,-0x1.e19d4cf600000p+5
7.139999999999892,0x1.7a69d0bbf9d1ep+15,0x1.f83e766000000p+6,-0x1.a6cf038000000p+7,0x1.172c837400000p+10
7.169999999999892,0x1.7a7415435a961p+15,-0x1.b828780000000p+6,0x1.ad8614c000000p+7,-0x1.682f579700000p+6
7.199999999999891,0x1.7a7f24033dc6dp+15,0x1.c3e236e000000p+6,-0x1.76ffe70000000p+4,0x1.57973fdf00000p+8
7.22999999999989,0x1.7a8bada356522p+15,-0x1.962ee90000000p+6,0x1.9436778000000p+7,-0x1.9144e73200000p+4
7.25999999999989,0x1.7a998df531d09p+15,0x1.6cd62ff000000p+6,-0x1.86e5065000000p+6,0x1.0367647b00000p+7
7.289999999999889,0x1.7aa950c1ac528p+15,-0x1.54048b2000000p+6,0x1.737a21e000000p+7,-0x1.96fc53ea00000p+5
7.319999999999888,0x1.7abb38308daaap+15,0x1.2e5836b000000p+6,-0x1.03d1d95000000p+7,0x1.8ecbd3d000000p+6
7.349999999999888,0x1.7acf76a7c8c0ap+15,-0x1.1efaacc000000p+6,0x1.4fb86a5000000p+7,-0x1.68e7903c00000p+6
7.379999999999887,0x1.7ae629418da02p+15,0x1.05b0ffd000000p+6,-0x1.147b7ae000000p+7,0x1.bc84af2c00000p+6
7.4099999999998865,0x1.7aff683844560p+15,-0x1.fbe9af0000000p+5,0x1.37f9ac8000000p+7,-0x1.b98ad9e000000p+6
7.439999999999886,0x1.7b1b375363ef5p+15,0x1.d864436000000p+5,-0x1.163f671000000p+7,0x1.df9f8be400000p+6
7.469999999999885,0x1.7b39948314577p+15,-0x1.ce7f3e4000000p+5,0x1.28b625f000000p+7,-0x1.da34a8ec00000p+6
7.4999999999998845,0x1.7b5a8200e327dp+15,0x1.b20ba32000000p+5,-0x1.12d12c8000000p+7,0x1.f0b60fde00000p+6
7.529999999999884,0x1.7b7dfb5da9207p+15,-0x1.a5af4b4000000p+5,0x1.1c85e40000000p+7,-0x1.e4dfee0000000p+6
7.559999999999883,0x1.7ba3fb4150da0p+15,0x1.93f80a4000000p+5,-0x1.0c001c9000000p+7,0x1.f6cc6a5800000p+6
7.589999999999883,0x1.7bcc762e53e4dp+15,-0x1.9182dd8000000p+5,0x1.123eb08000000p+7,-0x1.e9b901d200000p+6
7.619999999999882,0x1.7bf765286aaaep+15,0x1.7f3aea5000000p+5,-0x1.0504037000000p+7,0x1.f36f07b200000p+6
7.649999999999881,0x1.7c24bf0956760p+15,-0x1.8182744000000p+5,0x1.0a76d4e000000p+7,-0x1.e40bb5e000000p+6
7.679999999999881,0x1.7c54776cd2c17p+15,0x1.6f4c35e000000p+5,-0x1.fcb6f82000000p+6,0x1.ece2c79400000p+6
7.70999999999988,0x1.7c868c458daaep+15,-0x1.6d31c9f000000p+5,0x1.0437983000000p+7,-0x1.da97ccce00000p+6
7.739999999999879,0x1.7cbaf44f9e558p+15,0x1.8db84a5000000p+8,-0x1.5ff428a000000p+6,0x1.89d4fece00000p+8
7.769999999999879,0x1.7cf1990b61451p+15,0x1.31e64a6000000p+8,0x1.468e269000000p+7,0x1.273a812b00000p+8
7.799999999999878,0x1.7d2adda4058bap+15,0x1.4ba8c2c000000p+7,-0x1.38af8a5000000p+5,0x1.9c1a1aa600000p+4
7.8299999999998775,0x1.7d678f3c8eec8p+15,0x1.a28066c000000p+5,-0x1.34253de000000p+8,-0x1.3c4522b500000p+10
7.859999999999877,0x1.7da7641c4fbadp+15,0x1.b0f4284000000p+6,-0x1.23bdda2000000p+8,-0x1.7764e9fc00000p+8
7.889999999999876,0x1.7de9eed9e62dcp+15,-0x1.5831322000000p+4,-0x1.fa884a4000000p+7,-0x1.79a24f0c00000p+8
7.919999999999876,0x1.7e2dd596a4242p+15,0x1.1aff53a000000p+6,-0x1.9b2c1b8000000p+7,-0x1.d0c6f6ac00000p+7
7.949999999999875,0x1.7e7038bda2009p+15,-0x1.ca2475e000000p+4,-0x1.77e9728000000p+6,-0x1.4d58551300000p+6
7.979999999999874,0x1.7eaf6690a358fp+15,0x1.7c9aefc000000p+5,-0x1.eec2f5c000000p+6,-0x1.845c3ffc00000p+6
8.009999999999874,0x1.7eea4b9c1b109p+15,-0x1.c3678bc000000p+4,-0x1.5e38f6d000000p+4,-0x1.098cab4500000p+5
8.039999999999873,0x1.7f20441382248p+15,0x1.1d7a97c000000p+5,-0x1.54aaca8000000p+6,-0x1.23c4201500000p+5
8.069999999999872,0x1.7f5109ecf8d9ep+15,-0x1.a1210be000000p+4,0x1.6f6dc48000000p+3,-0x1.05ab11f100000p+5
8.099999999999872,0x1.7f7c7b471bd1fp+15,0x1.e6a4492000000p+4,-0x1.123ec34000000p+6,-0x1.d39b254c00000p+2
8.129999999999871,0x1.7fa2ae2715004p+15,-0x1.78a5bc1000000p+4,0x1.b8aec54000000p+4,-0x1.3cae517700000p+5
8.15999999999987,0x1.7fc3c75aa2bbcp+15,0x1.b2df38c000000p+4,-0x1.ebc7564000000p+5,0x1.cc82c03a00000p+2
8.18999999999987,0x1.7fdfee8547863p+15,-0x1.5e5a870000000p+4,0x1.1258c38000000p+5,-0x1.7555f88600000p+5
8.21999999999987,0x1.7ff7654127d71p+15,0x1.92f0a30000000p+4,-0x1.d4661ea000000p+5,0x1.d2df7f3600000p+3
8.249999999999869,0x1.800a6e9e23c5bp+15,-0x1.49a0e98000000p+4,0x1.2eb7c9e000000p+5,-0x1.9c8fd74600000p+5
8.279999999999868,0x1.8019467ef7b6cp+15,-0x1.1242442000000p+8,0x1.69799c2000000p+7,-0x1.1c0e98f000000p+7
8.309999999999867,0x1.80243095475dbp+15,-0x1.1555954000000p+8,-0x1.4b9a249000000p+7,-0x1.0247380500000p+8
8.339999999999867,0x1.802baa3116235p+15,-0x1.05ab20b000000p+8,0x1.ebc1f42000000p+4,-0x1.716d75aa00000p+9
8.369999999999866,0x1.802f04524c81bp+15,-0x1.2a6a6d7000000p+7,-0x1.599d49f000000p+7,0x1.938cedf000000p+6
8.399999999999865,0x1.802d84f5af5e7p+15,-0x1.5f509be000000p+6,0x1.5c488c0000000p+6,-0x1.0eff47c700000p+7
8.429999999999865,0x1.8026901bc56e1p+15,-0x1.c419be8000000p+4,-0x1.7f58fe5000000p+6,0x1.fe47cd3600000p+7
8.459999999999864,0x1.8019891e87636p+15,-0x1.305ae16000000p+5,0x1.3fc6fd0000000p+8,-0x1.80e1da9400000p+7
8.489999999999863,0x1.8006a667ad204p+15,0x1.14fed57000000p+4,0x1.2a2d133000000p+3,0x1.47a03a0a00000p+8
8.519999999999863,0x1.7feee15f36915p+15,-0x1.3e37d4a000000p+5,0x1.8e893cf000000p+7,-0x1.2510ce1900000p+7
8.549999999999862,0x1.7fd39a43a6008p+15,0x1.0b739a4000000p+5,-0x1.7a1947b000000p+5,0x1.646b21b300000p+7
8.579999999999862,0x1.7fb5c7ed87b7ap+15,-0x1.45b4bb3000000p+5,0x1.2360157000000p+7,-0x1.c9c0893600000p+6
8.60999999999986,0x1.7f961406467b6p+15,0x1.3e48c49000000p+5,-0x1.2e1d202000000p+6,0x1.e73d611e00000p+6
8.63999999999986,0x1.7f750274d2017p+15,-0x1.4ede9fa000000p+5,0x1.df0d382000000p+6,-0x1.9027ced200000p+6
8.66999999999986,0x1.7f52ea7748044p+15,0x1.51c3f80000000p+5,-0x1.5b954e1000000p+6,0x1.8c1f1dae00000p+6
8.699999999999859,0x1.7f3007f2f2986p+15,-0x1.4f1caf2000000p+5,0x1.a9f30ac000000p+6,-0x1.6989695700000p+6
8.729999999999858,0x1.7f0c8d4afd1e9p+15,0x1.56c8021000000p+5,-0x1.6dca684000000p+6,0x1.62c8ef9800000p+6
8.759999999999858,0x1.7ee8a05acdfe2p+15,-0x1.4bcc80c000000p+5,0x1.8cc3950000000p+6,-0x1.5368ec7400000p+6
8.789999999999857,0x1.7ec45f233fcb1p+15,0x1.5508443000000p+5,-0x1.70fb713000000p+6,0x1.4bbc9bb500000p+6
8.819999999999856,0x1.7e9fde9b58966p+15,-0x1.4845945000000p+5,0x1.7b9ec6a000000p+6,-0x1.45deea1d00000p+6
8.849999999999856,0x1.7e7b3a70b2c94p+15,0x1.50f03b5000000p+5,-0x1.6e1c862000000p+6,0x1.3d91412b00000p+6
8.879999999999855,0x1.7e567bc6b9db3p+15,-0x1.4689304000000p+5,0x1.6fa0bcf000000p+6,-0x1.3a4b834100000p+6
8.909999999999854,0x1.7e31afea772c8p+15,0x1.4e7401e000000p+5,-0x1.69b690d000000p+6,0x1.32bc947b00000p+6
8.939999999999854,0x1.7e0cea6665b6ep+15,0x1.bc90f2a000000p+7,-0x1.6031333000000p+6,0x1.ed78bb4600000p+10
8.969999999999853,0x1.7de610a17fb63p+15,-0x1.50b1c96000000p+6,0x1.aa1dae6000000p+7,0x1.afc947f200000p+8
8.999999999999853,0x1.7dbef188ffec3p+15,0x1.3243bf6000000p+7,-0x1.1e95181000000p+8,0x1.370cabf100000p+9
9.029999999999852,0x1.7d99fbe334b1cp+15,-0x1.fc627c0000000p+6,0x1.2d9c783000000p+0,-0x1.063e9b7900000p+6
9.059999999999851,0x1.7d75368b8d267p+15,0x1.edc319c000000p+6,-0x1.ead1b82000000p+7,0x1.d5c22dc000000p+6
9.08999999999985,0x1.7d4feb31927cfp+15,-0x1.a97c95c000000p+6,0x1.4c3253f000000p+6,-0x1.52e0aa2100000p+5
9.11999999999985,0x1.7d2935d279a7dp+15,0x1.94e39c8000000p+6,-0x1.8c6df64000000p+7,0x1.0251a4f700000p+6
9.14999999999985,0x1.7d00ab34d73bfp+15,-0x1.6b6cbb2000000p+6,0x1.cd10c06000000p+6,-0x1.15ea4f9100000p+6
9.179999999999849,0x1.7cd6156d9a739p+15,0x1.5d09e35000000p+6,-0x1.523b18e000000p+7,0x1.23fadcc700000p+6
9.209999999999848,0x1.7ca966fa24880p+15,-0x1.3eebe0d000000p+6,0x1.fb85064000000p+6,-0x1.6032daeb00000p+6
9.239999999999847,0x1.7c7aa7636c5e3p+15,0x1.37579b7000000p+6,-0x1.2f3a117000000p+7,0x1.4b441ff500000p+6
9.269999999999847,0x1.7c49e42ce8684p+15,-0x1.22d59e9000000p+6,0x1.0256ff6000000p+7,-0x1.8853de0800000p+6
9.299999999999846,0x1.7c173708251b8p+15,0x1.1d7a643000000p+6,-0x1.18ae637000000p+7,0x1.5dd4d55100000p+6
9.329999999999846,0x1.7be2c26bd21b5p+15,-0x1.0b87f6c000000p+6,0x1.fea9588000000p+6,-0x1.940b9d9400000p+6
9.359999999999845,0x1.7bacb03e0db6ep+15,0x1.090a7d0000000p+6,-0x1.08bca4e000000p+7,0x1.63b663ae00000p+6
9.389999999999844,0x1.7b752c1984febp+15,-0x1.f32cc50000000p+5,0x1.f0b0328000000p+6,-0x1.9898ebf000000p+6
9.419999999999844,0x1.7b3c5b000bcddp+15,0x1.f227a94000000p+5,-0x1.f85b32a000000p+6,0x1.61d845bb00000p+6
9.449999999999843,0x1.7b0261697999fp+15,-0x1.d55b3ca000000p+5,0x1.e0eae7a000000p+6,-0x1.93aa5a2a00000p+6
9.479999999999842,0x1.7ac76bc0d4fb2p+15,0x1.d5ffe2a000000p+5,-0x1.e2b6be6000000p+6,0x1.5a4a7bed00000p+6
9.509999999999842,0x1.7a8b9d628a3afp+15,-0x1.b80ce18000000p+5,0x1.ce81cb6000000p+6,-0x1.8c2efa3a00000p+6
9.539999999999841,0x1.7a4f1d40e59a8p+15,0x1.c1fa36c000000p+5,-0x1.ce39718000000p+6,0x1.5345f4cb00000p+6
9.56999999999984,0x1.7a12108f44bf5p+15,-0x1.1b11217000000p+6,0x1.32400e1000000p+7,-0x1.891423b600000p+9
9.59999999999984,0x1.79d43fb1bd83fp+15,0x1.34a1952000000p+6,-0x1.68b1d2d000000p+7,0x1.f0c0481400000p+5
9.62999999999984,0x1.79962b3cdeb30p+15,-0x1.4794794000000p+5,0x1.8408c61000000p+8,-0x1.3daa428900000p-2
9.659999999999838,0x1.795849ae8540dp+15,0x1.ffbe720000000p+5,0x1.c10aa06000000p+6,-0x1.504eb59b00000p+7
9.689999999999838,0x1.791ad0820586dp+15,-0x1.567d968000000p+5,0x1.77aed12000000p+7,-0x1.f9ccae2000000p+5
9.719999999999837,0x1.78debc94e5babp+15,0x1.7765964000000p+5,0x1.84a8f45000000p+4,-0x1.06dc5d3700000p+5
9.749999999999837,0x1.78a4aa86c92e4p+15,-0x1.3f09c14000000p+5,0x1.da888de000000p+6,-0x1.3d019ea900000p+5
9.779999999999836,0x1.786cfa10aab7ep+15,0x1.36faca8000000p+5,-0x1.9135858000000p+4,0x1.5277842900000p+3
9.809999999999835,0x1.7837d9fad8142p+15,-0x1.2423eef000000p+5,0x1.6465be8000000p+6,-0x1.2b30059e00000p+5
9.839999999999835,0x1.78055881b74b4p+15,0x1.0c295d8000000p+5,-0x1.7a2fd6b000000p+5,0x1.f8ddb46400000p+4
9.869999999999834,0x1.77d578b7d12edp+15,-0x1.0b8ad39000000p+5,0x1.2e36761000000p+6,-0x1.4b85f7ea00000p+5
9.899999999999833,0x1.77a83278dd81cp+15,0x1.ed0fed0000000p+4,-0x1.c2ad444000000p+5,0x1.59076ad900000p+5
9.929999999999833,0x1.777d726df0936p+15,-0x1.f123e22000000p+4,0x1.13af1a9000000p+6,-0x1.6565b33500000p+5
9.959999999999832,0x1.77552860da88ap+15,0x1.cd061b6000000p+4,-0x1.dd7bbe0000000p+5,0x1.8329868000000p+5
9.989999999999831,0x1.772f38b61d004p+15,-0x1.d5ad990000000p+4,0x1.0398ebe000000p+6,-0x1.74b2c72e00000p+5
10.01999999999983,0x1.770b8994eb8ecp+15,0x1.b1926f0000000p+4,-0x1.e26de14000000p+5,0x1.938187f800000p+5
10.04999999999983,0x1.76ea031eff8c1p+15,-0x1.c21d2cc000000p+4,0x1.f098afc000000p+5,-0x1.7cd4d02800000p+5
10.07999999999983,0x1.76ca885d678f7p+15,0x1.a79f634000000p+4,-0x1.dfac7f2000000p+5,0x1.9c728e3400000p+5
10.109999999999829,0x1.76ad0aecdccd2p+15,-0x1.b66aa4c000000p+4,0x1.e19d7e6000000p+5,-0x1.7c42d51000000p+5
10.139999999999828,0x1.76917409b1fd2p+15,0x1.c344d44000000p+5,-0x1.0637247000000p+7,0x1.1f70fa6500000p+10
10.169999999999828,0x1.7676eba5d5129p+15,-0x1.155f70b000000p+6,0x1.659a7f2000000p+7,0x1.01f1dfe000000p+4
10.199999999999827,0x1.765dfca28a8f2p+15,0x1.ffedee4000000p+5,-0x1.479c2eb000000p+7,0x1.810717c800000p+8
10.229999999999826,0x1.7647522b95495p+15,0x1.4bf57b6000000p+8,0x1.9ea6514000000p+6,0x1.bee58e4400000p+7
10.259999999999826,0x1.76323a242007bp+15,0x1.f027a64000000p+5,0x1.49f6b27000000p+5,0x1.293df3c200000p+8
10.289999999999825,0x1.761edea7c8d79p+15,0x1.f4043f8000000p+6,-0x1.cdb252e000000p+3,-0x1.99b23a9600000p+7
10.319999999999824,0x1.760db28c4ae7ap+15,-0x1.d920dca000000p+1,0x1.662f276000000p+3,0x1.684e76e000000p+4
10.349999999999824,0x1.75feef7aceb8cp+15,0x1.cbec870000000p+5,-0x1.1842f13000000p+5,-0x1.08efe86900000p+7
10.379999999999823,0x1.75f2989da57dbp+15,-0x1.34f692f000000p+4,0x1.4ec91a4000000p+6,-0x1.e6ec178c00000p+4
10.409999999999823,0x1.75e8a2f288d64p+15,0x1.10d8606000000p+5,-0x1.51d2210000000p+5,-0x1.0a2444d700000p+3
10.439999999999822,0x1.75e11b04abcc2p+15,-0x1.9b47224000000p+4,0x1.eae038a000000p+5,-0x1.7438724900000p+5
10.469999999999821,0x1.75dc0b15798dcp+15,0x1.a2ba240000000p+4,-0x1.92feb30000000p+5,0x1.998ba3ae00000p+4
10.49999999999982,0x1.75d974c6762edp+15,-0x1.ad6dd04000000p+4,0x1.b82a30a000000p+5,-0x1.49c41e4b00000p+5
10.52999999999982,0x1.75d94b49e0a11p+15,0x1.65c4df9000000p+4,-0x1.a629318000000p+5,0x1.376f9b1700000p+5
10.55999999999982,0x1.75db8123d19b3p+15,-0x1.aa1ba7a000000p+4,0x1.9c496c2000000p+5,-0x1.31e4970600000p+5
10.589999999999819,0x1.75e00afece425p+15,0x1.57e803c000000p+4,-0x1.ab1dacc000000p+5,0x1.66369ca700000p+5
10.619999999999818,0x1.75e6df045420cp+15,-0x1.a374bcc000000p+4,0x1.913b80c000000p+5,-0x1.256320ce00000p+5
10.649999999999817,0x1.75efe6728a752p+15,0x1.3fd4036000000p+4,-0x1.a992248000000p+5,0x1.6d28117600000p+5
10.679999999999817,0x1.75fb0d697e430p+15,-0x1.981a9c0000000p+4,0x1.847bfbd000000p+5,-0x1.219213ce00000p+5
10.709999999999816,0x1.76084f42b5ee9p+15,0x1.32a6e31000000p+4,-0x1.a30c2f2000000p+5,0x1.730b082d00000p+5
10.739999999999815,0x1.76179a73d379dp+15,-0x1.8b98e81000000p+4,0x1.7950e6d000000p+5,-0x1.1da01ff400000p+5
10.769999999999815,0x1.7628d91ca338cp+15,0x1.242d634000000p+4,-0x1.9c8fa00000000p+5,0x1.709508e100000p+5
10.799999999999814,0x1.763bfc8e41f79p+15,-0x1.7eb6015000000p+4,0x1.6d661d4000000p+5,-0x1.1916f1bf00000p+5
10.829999999999814,0x1.7650f9b59e15fp+15,0x1.07f2fa5000000p+1,-0x1.847ed26000000p+5,0x1.22cec21e00000p+5
10.859999999999813,0x1.7667c43230505p+15,-0x1.1d6e9fb000000p+4,0x1.260b9c4000000p+5,-0x1.34a367ec00000p+5
10.889999999999812,0x1.7680463ef8b21p+15,-0x1.1059261000000p+6,0x1.0353b20000000p+7,-0x1.0a978b9500000p+11
10.919999999999812,0x1.7697fa153f974p+15,0x1.68fdfa2000000p+5,-0x1.42fce98000000p+7,-0x1.5a279ea200000p+10
10.949999999999811,0x1.76b0766d7fbeep+15,-0x1.06443d9000000p+5,0x1.3b1cad4000000p+6,-0x1.7573012400000p+9
10.97999999999981,0x1.76cce4303260bp+15,0x1.68f566d000000p+5,0x1.c2c78c6000000p+7,-0x1.98b5621200000p+8
11.00999999999981,0x1.76ebe4fdb87d7p+15,-0x1.d3117ea000000p+4,0x1.5dfa1dc000000p+6,-0x1.1552787900000p+5
11.039999999999809,0x1.770d4c4287dccp+15,0x1.3f3a873000000p+4,0x1.8926eaf000000p+6,-0x1.74c99be800000p+7
11.069999999999808,0x1.77317e5638542p+15,-0x1.713502b000000p+4,0x1.420f7f6000000p+5,0x1.5cbed0f400000p+5
11.099999999999808,0x1.7758bc467666ap+15,0x1.908ed5a000000p+2,0x1.765e0ca000000p+5,-0x1.40c3b51800000p+6
11.129999999999807,0x1.77834b569dc65p+15,-0x1.27a5186000000p+4,0x1.1bff8bd000000p+4,0x1.6759deaa00000p+5
11.159999999999807,0x1.77b14cc87a8cfp+15,-0x1.d552086000000p-2,0x1.71d31a9000000p+4,-0x1.084de93800000p+5
11.189999999999806,0x1.77e2ccadadbc8p+15,-0x1.f7148fe000000p+3,0x1.16ee87e000000p+3,0x1.1f764fa100000p+5
11.219999999999805,0x1.7817c817200bdp+15,-0x1.094b181000000p+2,0x1.779eb8d000000p+3,-0x1.5cf6bfcd00000p+3
11.249999999999805,0x1.78503c58a8aa0p+15,-0x1.b72061c000000p+3,0x1.4d69070000000p+2,0x1.c4c0404800000p+4
11.279999999999804,0x1.788c237ba6403p+15,-0x1.84b03c6000000p+1,0x1.a44b596000000p+2,-0x1.59e5083f00000p+1
11.309999999999803,0x1.78cb723a50eeep+15,-0x1.3d69c51000000p+3,0x1.5ca567e000000p+2,0x1.3d82b58900000p+4
11.339999999999803,0x1.790e1f3b98f1ap+15,-0x1.9ac94dc000000p+1,0x1.0595951000000p+2,0x1.4edf089b00000p+0
11.369999999999802,0x1.7954228f7228cp+15,-0x1.fd339a6000000p+2,0x1.17f541b000000p+2,0x1.6bc843f000000p+3
11.399999999999801,0x1.799d6f239176cp+15,-0x1.1486f91000000p+8,0x1.8f50a0b000000p+7,-0x1.01d84a8f00000p+8
11.4299999999998,0x1.79e9eae18aba9p+15,-0x1.0bc29cd000000p+8,-0x1.3580323000000p+7,-0x1.86db43e000000p+6
11.4599999999998,0x1.7a397d67f96a4p+15,-0x1.612c15c000000p+7,-0x1.47db897000000p+7,0x1.1e0756ce00000p+11
11.4899999999998,0x1.7a886a85980d3p+15,-0x1.ab8067c000000p+7,-0x1.e2e6922000000p+5,0x1.b2b4457000000p+9
11.519999999999799,0x1.7ad73ff18dcc5p+15,-0x1.8373382000000p+6,-0x1.d3ebd14000000p+6,0x1.71fd65cf00000p+9
11.549999999999798,0x1.7b276c41ae438p+15,-0x1.52a7c53000000p+6,0x1.4a05b95000000p+3,0x1.2f97946700000p+8
11.579999999999798,0x1.7b75b212b7d8dp+15,-0x1.2852aac000000p+4,-0x1.ccdbe84000000p+5,0x1.45f26eb200000p+8
11.609999999999797,0x1.7bc14a9dfa21ep+15,-0x1.4b7a94e000000p+5,0x1.e62b3a8000000p+4,0x1.3625e9b900000p+6
11.639999999999796,0x1.7c09c1ce357e6p+15,0x1.f093a52000000p+2,-0x1.2d50220000000p+5,0x1.3502ee0600000p+7
11.669999999999796,0x1.7c4f0fe78a925p+15,-0x1.a916954000000p+4,0x1.099fa24000000p+5,-0x1.64f9b53600000p+1
11.699999999999795,0x1.7c9140d46999ap+15,0x1.f92bc46000000p+3,-0x1.e66de10000000p+4,0x1.512791b800000p+6
11.729999999999794,0x1.7cd078e18dbddp+15,-0x1.4cbdfea000000p+4,0x1.f48514c000000p+4,-0x1.c09449d800000p+4
11.759999999999794,0x1.7d0cea661f67dp+15,0x1.17d2c0e000000p+4,-0x1.adb3872000000p+4,0x1.b898483800000p+5
