t,z,u,v,w,phi,theta,psi,p,q,r
2.1899999999999973,0x1.e40136e93e632p-2,-0x1.253cf6f01ac55p+1,-0x1.58fff1f1f7a58p+1,0x1.f70cc41ddc09ap-4,0x1.b8d1d7418e116p-5,-0x1.018ccf5470cb6p-4,-0x1.c7639a4910629p-1,-0x1.3f1cac05c93bbp-4,0x1.4d75f1da38106p-3,-0x1.1cfe73801d304p-4
2.2199999999999966,0x1.def9167a85629p-2,-0x1.26db0130f00f5p+1,-0x1.5ba22663058adp+1,0x1.d50f2de21ad52p-4,0x1.aa6bded90d5a5p-5,-0x1.de54d5dbf7b79p-5,-0x1.c8591332511efp-1,-0x1.7f9b3a7c052b1p-5,0x1.08fece3606b33p-3,-0x1.218c1231186acp-4
2.249999999999996,0x1.da1750fcd33bcp-2,-0x1.2841baa6c9ab1p+1,-0x1.5e3ec1bd85304p+1,0x1.b478735c24f8cp-4,0x1.9e4251f9efa62p-5,-0x1.b963ff3c9967fp-5,-0x1.c95fb31259ed3p-1,-0x1.e88e5b48262cbp-5,0x1.4fdea0e94a1d5p-3,-0x1.3f2980bfd88e1p-4
2.2799999999999954,0x1.d55b5484c4710p-2,-0x1.2972084d4a773p+1,-0x1.60d27a50b5160p+1,0x1.93a3a26ca2398p-4,0x1.92f1a29dab0e9p-5,-0x1.94633da039018p-5,-0x1.ca70c48970979p-1,-0x1.447eb83e684cap-5,0x1.09eafd844fc06p-3,-0x1.35bc91470c976p-4
2.3099999999999947,0x1.d0c481baa4eabp-2,-0x1.2a6dcedf8023fp+1,-0x1.6360fc1e98627p+1,0x1.72e123bb28633p-4,0x1.88672e9206beep-5,-0x1.6f9824cdfb5b3p-5,-0x1.cb8e56a69bb1ep-1,-0x1.b235677d1252cp-5,0x1.4c2adf8671077p-3,-0x1.575d7875f0d8ap-4
2.339999999999994,0x1.cc5225b972b51p-2,-0x1.2b360d00926d8p+1,-0x1.65e60253b3a85p+1,0x1.5130c6ceaa2aep-4,0x1.7e0829de612c4p-5,-0x1.4ad104bf8417ap-5,-0x1.ccb24bccad1b4p-1,-0x1.3512561c7d89dp-5,0x1.09c0e1c6bf3afp-3,-0x1.418f2268d65f6p-4
2.3699999999999934,0x1.c803847d7c493p-2,-0x1.2bce474844b36p+1,-0x1.6862bdb3a3272p+1,0x1.2f0d023586528p-4,0x1.73efdf63bc3e3p-5,-0x1.263ec0fb3f8f8p-5,-0x1.cddc3cd47704fp-1,-0x1.9b35f7118f86bp-5,0x1.48dc4e8b4ebbap-3,-0x1.6221f914efa72p-4
2.399999999999993,0x1.c3d7d3be2080cp-2,-0x1.2c3578548e62ap+1,-0x1.6ad46c3cb8981p+1,0x1.0bd5a8734d3dbp-4,0x1.69d35a65aece5p-5,-0x1.01acb6e195a01p-5,-0x1.cf094d9947603p-1,-0x1.312d264eab93bp-5,0x1.0a002d5ff032dp-3,-0x1.46ab0c627797cp-4
2.429999999999992,0x1.bfce3e9fb86d4p-2,-0x1.2c6efb60ed3d0p+1,-0x1.6d3bdeb3699a8p+1,0x1.cfeb6bb43093cp-5,0x1.5fcaf8766594ap-5,-0x1.ba844ab0f971ep-6,-0x1.d0391b4a07731p-1,-0x1.909d05d9f58f0p-5,0x1.4697732f58ea0p-3,-0x1.663fafe8de083p-4
2.4599999999999915,0x1.bbe5ed5d57d32p-2,-0x1.2c78ba4f21500p+1,-0x1.6f9736ab0714dp+1,0x1.861122074a61cp-5,0x1.55b03cedaaef1p-5,-0x1.71988a4db003dp-6,-0x1.d16a7bba61201p-1,-0x1.3098cf4cfff25p-5,0x1.0b14303febd80p-3,-0x1.489b09b3d2aefp-4
2.489999999999991,0x1.b81e00eeb0ab5p-2,-0x1.2c55ce6b4e1edp+1,-0x1.71e72d8134008p+1,0x1.3ad6e4badc49fp-5,0x1.4b9bb620b6aa6p-5,-0x1.28d79fb13a265p-6,-0x1.d29d26d6217b5p-1,-0x1.89583d5adc84cp-5,0x1.45923e8f524dcp-3,-0x1.6770587c8dd17p-4
2.5199999999999902,0x1.b475f08f721a7p-2,-0x1.2c51975a9476ep+1,-0x1.73ece2f47448dp+1,0x1.f9d760ffee470p-6,0x1.41e3e706c9e85p-5,-0x1.d6f448a2db1e4p-7,-0x1.d36b235b5aff1p-1,-0x1.0cf6103128257p-5,0x1.619a23a56d87fp-4,-0x1.b86dc7349b9c3p-6
2.5499999999999896,0x1.b0ecc3e1c378fp-2,-0x1.2c74d20332461p+1,-0x1.75ae01a320f2dp+1,0x1.9b039f662473dp-6,0x1.37c10a3d9cac8p-5,-0x1.7b93f82971026p-7,-0x1.d3dc6dc526e9ep-1,-0x1.9cd727b7de9c0p-5,0x1.8e2f901b1a75ap-4,-0x1.365e7a075f0dep-5
2.579999999999989,0x1.ad81240359332p-2,-0x1.2c8b8affd377ep+1,-0x1.7756be4477ce4p+1,0x1.51914df1fd8c8p-6,0x1.2d6d69c2ffd23p-5,-0x1.35fcfc1fd1303p-7,-0x1.d43e0d64b8a44p-1,-0x1.17f9500d930e8p-5,0x1.5b5e1f04e1ed6p-5,-0x1.1711b52ee9ec5p-6
2.6099999999999883,0x1.aa3210e6a0227p-2,-0x1.2ca36c2e42c1cp+1,-0x1.78e563cf3da27p+1,0x1.184e5b1d1bf2fp-6,0x1.2312099c5d638p-5,-0x1.0120113eb7901p-7,-0x1.d489986860055p-1,-0x1.9d2f60bbf689cp-5,0x1.04dfad1005682p-4,-0x1.9dba09314c238p-6
2.6399999999999877,0x1.a6fe89f2c0e17p-2,-0x1.2caf36117b9f4p+1,-0x1.7a63b4499612bp+1,0x1.d106c1756e0efp-7,0x1.1892a2f1b0a54p-5,-0x1.aed1b7c4787e2p-8,-0x1.d4d187209a95ep-1,-0x1.20d82e06bf261p-5,0x1.45357f22a1bf8p-6,-0x1.d3e0bceb141b5p-7
2.669999999999987,0x1.a3e59bbd5cdedp-2,-0x1.2cb5e2c14c6a5p+1,-0x1.7bd2a7817c5fbp+1,0x1.80bf77fcec798p-7,0x1.0e25a61a62f80p-5,-0x1.6c74930bf744cp-8,-0x1.d5148fde6dfdap-1,-0x1.97e299a622b0bp-5,0x1.7cbffb18de896p-5,-0x1.69788fdd7ec44p-6
2.6999999999999864,0x1.a0e65642f72abp-2,-0x1.2cb2f269161abp+1,-0x1.7d337c00bfa96p+1,0x1.35fde59dfaf1cp-7,0x1.039d69765affep-5,-0x1.344b947a40850p-8,-0x1.d556b3824ef27p-1,-0x1.27af70a422471p-5,0x1.384af223d8101p-7,-0x1.b7814226456c9p-7
2.7299999999999858,0x1.9dffdeb3b41e5p-2,-0x1.2cd66248f616ep+1,-0x1.7e6a090f2435ap+1,0x1.8d63df06f541ep-7,0x1.04555f0d2be8ep-5,-0x1.185a07c8d699dp-8,-0x1.d55ffdcce8fcep-1,0x1.57654b447607cp-5,0x1.32e6d9dc0c6c1p-6,0x1.febcc2a506088p-8
2.759999999999985,0x1.9b31401c47ee1p-2,-0x1.2d26b546de907p+1,-0x1.7f82e41195de7p+1,0x1.41d69ffd10e85p-6,0x1.14d135dccd26cp-5,-0x1.ceb6480650610p-9,-0x1.d524a7cad5127p-1,0x1.7a3b658822872p-4,0x1.06c965ceb65f5p-5,0x1.53c6c11cd49d8p-6
2.7899999999999845,0x1.987958ba0a818p-2,-0x1.2d79b9af6039dp+1,-0x1.80ab46f52a896p+1,0x1.eaf6a5183bcc6p-6,0x1.2ed22e7775bf4p-5,-0x1.4c06f71af20aap-9,-0x1.d4d98286bad0ep-1,0x1.e90af5ee07dabp-4,0x1.246b844210574p-5,0x1.ef2170210bd47p-7
2.819999999999984,0x1.95d6fca0456a7p-2,-0x1.2daf51f9074a2p+1,-0x1.820372c66884bp+1,0x1.59baee0345fcep-5,0x1.4e2c1527ccec9p-5,-0x1.90e37a428e760p-10,-0x1.d4a8a792c7c8ep-1,0x1.161b36cb22104p-3,0x1.0743e4244a583p-5,0x1.d2dcb6029db50p-8
2.849999999999983,0x1.9348fd98ad5f9p-2,-0x1.2dc49cebc6c0fp+1,-0x1.839287f42ae65p+1,0x1.c87598d332bc7p-5,0x1.7086b93b34e8cp-5,-0x1.381d261eedfcfp-11,-0x1.d496b3f27fba7p-1,0x1.267c54cfc10f5p-3,0x1.f2eba869ec0ebp-6,-0x1.5e930487c89d4p-11
2.8799999999999826,0x1.90ce28805cfbdp-2,-0x1.2dbe31331c854p+1,-0x1.8557bc49fcd82p+1,0x1.1f24ed225bde3p-4,0x1.948f960b39663p-5,0x1.0584a0288c046p-12,-0x1.d49e47ce17ed6p-1,0x1.3217b2824cd58p-3,0x1.a39e2226a36ffp-6,-0x1.7e46c6932b11ep-8
2.909999999999982,0x1.8e65439845683p-2,-0x1.2da24baeb05c2p+1,-0x1.87505140eeb37p+1,0x1.5c7416ffc7badp-4,0x1.b98d7dbd24d8bp-5,0x1.0bae8faa3e260p-10,-0x1.d4b82bc7360a6p-1,0x1.3674eb1412c2dp-3,0x1.9af57ca22f671p-6,-0x1.46cc00a299042p-7
2.9399999999999813,0x1.8c0d1b0780913p-2,-0x1.2d76060c21055p+1,-0x1.89794e32e4041p+1,0x1.9b7330085af39p-4,0x1.df14142aa7fbcp-5,0x1.c7e243c6b5e91p-10,-0x1.d4de049707304p-1,0x1.3b0707dc359bbp-3,0x1.623936d8c02e2p-6,-0x1.86f98ac689ee3p-7
2.9699999999999807,0x1.89c479a6de9c1p-2,-0x1.2d3d320d6dd0ap+1,-0x1.8bd0aafcbdc4dp+1,0x1.dba3b009d5ec2p-4,0x1.02736502fd177p-4,0x1.3d616febd0111p-9,-0x1.d50b6f3214852p-1,0x1.3b74dab2fa3bep-3,0x1.6eafbdbcd4e66p-6,-0x1.c72534e926f98p-7
2.99999999999998,0x1.878a26fcb7ccep-2,-0x1.2cfa350e89454p+1,-0x1.8e54c73cd4625p+1,0x1.0e60b8ae3686cp-3,0x1.156e241ad4f30p-4,0x1.93c828d09f784p-9,-0x1.d53d4d79d47b4p-1,0x1.3d55ff97e8664p-3,0x1.449c66303b0c0p-6,-0x1.d446c4da09d30p-7
3.0299999999999794,0x1.855cf1fa2ca50p-2,-0x1.2caee89c51684p+1,-0x1.91049d12ebd82p+1,0x1.2f58292aec554p-3,0x1.2872557805422p-4,0x1.e86d274a591e0p-9,-0x1.d57197d28eb9ep-1,0x1.3cba9fee707dap-3,0x1.5c820c8231e65p-6,-0x1.f3df8ae0d3a52p-7
3.0599999999999787,0x1.833bac0396cbep-2,-0x1.2c5c37a1888e5p+1,-0x1.93df64a9cac22p+1,0x1.50a9bae562475p-3,0x1.3b780be2eb5ecp-4,0x1.1e4e62d198764p-8,-0x1.d5a6ec4ab7687p-1,0x1.3d92ac746c404p-3,0x1.3ded5acde390dp-6,-0x1.eb229f6e8ef36p-7
3.089999999999978,0x1.812526c445638p-2,-0x1.2c052979ec5f3p+1,-0x1.96e27830484b4p+1,0x1.73a561ab6cf73p-3,0x1.4e75e044a3d87p-4,0x1.35d750ca33d9bp-8,-0x1.d5dbba248a0c5p-1,0x1.3bba70e91c8fap-3,0x1.31f09536a9eeap-9,-0x1.bfe620ad1f407p-7
3.1199999999999775,0x1.7f183a6049581p-2,-0x1.2ba7a32d72183p+1,-0x1.9a1188f861e51p+1,0x1.9825e3e7143e9p-3,0x1.616a019940b38p-4,0x1.3d92b3a8f830ap-8,-0x1.d616a72bb2e66p-1,0x1.3c5a7abe98068p-3,0x1.8751c0c686deep-9,-0x1.142e3b635a695p-6
3.149999999999977,0x1.7d13c55943335p-2,-0x1.2b47a27d60516p+1,-0x1.9d6a9fbe2fdeap+1,0x1.bdbb36aafec8ep-3,0x1.74615b49fa5e5p-4,0x1.3cdfc06942113p-8,-0x1.d653a13b55f4ep-1,0x1.3c2959e87633ap-3,-0x1.a5aa01da4be72p-8,-0x1.c99efd6a0d034p-7
3.179999999999976,0x1.7b16a95996831p-2,-0x1.2ae7d46deba40p+1,-0x1.a0ed0075bc935p+1,0x1.e42f5b8e881d1p-3,0x1.874f4c198f712p-4,0x1.3613fdb8347f5p-8,-0x1.d6912c85f659cp-1,0x1.3b206a2c600fap-3,-0x1.b942ae35fbed0p-9,-0x1.0f51cc8e62a0ep-6
3.2099999999999755,0x1.791ffed318b04p-2,-0x1.2ac9229109dafp+1,-0x1.a469c7d9cb634p+1,0x1.064acd548ac6ap-2,0x1.9a848e443e74ap-4,0x1.1f3eb5289530bp-8,-0x1.d681958f24cf6p-1,0x1.45136f0531d68p-3,-0x1.35e6e64d44349p-6,0x1.b5fea4d688debp-6
3.239999999999975,0x1.772ea60cd780bp-2,-0x1.2af20201087acp+1,-0x1.a7e183397d28dp+1,0x1.1a800bfc35a41p-2,0x1.ad9e93bfe94bep-4,0x1.072dd1d6e5e5cp-8,-0x1.d620ca0f4c93ep-1,0x1.3739161ec0a7ap-3,-0x1.a36b598e97110p-12,0x1.953798991be1ep-6
3.2699999999999743,0x1.754158860274ap-2,-0x1.2b346a2fa46cap+1,-0x1.ab72bf3946ac6p+1,0x1.2f187699bb8bbp-2,0x1.c0c944a254ae5p-4,0x1.d89df5b4c6349p-9,-0x1.d5a5b5b2a79aap-1,0x1.472e87e98e35ep-3,-0x1.489984a0b30a4p-6,0x1.4b5c7a119a37fp-5
3.2999999999999736,0x1.73570434d889dp-2,-0x1.2b8fe062f30f0p+1,-0x1.af20bcc136962p+1,0x1.43e746cf069d3p-2,0x1.d3eff0cb9a503p-4,0x1.a3c11a98d46f5p-9,-0x1.d513c5efb5ebdp-1,0x1.36abbc79a173bp-3,0x1.a8d47e78eeaf4p-10,0x1.295cdddf649f0p-5
3.329999999999973,0x1.716e9765f729ap-2,-0x1.2bf6070355e26p+1,-0x1.b2f3455e1a215p+1,0x1.58f9f405f36ddp-2,0x1.e70e48f820508p-4,0x1.6f504f07f0089p-9,-0x1.d479ea0c1867fp-1,0x1.4621adc9d6285p-3,-0x1.374820762413cp-6,0x1.6ce7ffd89155dp-5
3.3599999999999723,0x1.6f87059c348abp-2,-0x1.2c6780a24e7aap+1,-0x1.b6ec04282e9c6p+1,0x1.6e5461ba5aef7p-2,0x1.fa290ead987d3p-4,0x1.3c21016016fd1p-9,-0x1.d3d9e9f0fbbe3p-1,0x1.3641315108c87p-3,0x1.88305cc319c36p-9,0x1.4285d6ae2ba22p-5
3.3899999999999717,0x1.6d9f445e7cd8bp-2,-0x1.2cdf3c7f09e70p+1,-0x1.bb0c4afe769d3p+1,0x1.83f3c6283418ap-2,0x1.069c08b1075e2p-3,0x1.0b23704457303p-9,-0x1.d3374131f2d24p-1,0x1.44a7a19f3d51fp-3,-0x1.1bb35cfb6c893p-6,0x1.779e1188370f6p-5
3.419999999999971,0x1.6bb64fce0b207p-2,-0x1.2d5e9c89520d9p+1,-0x1.bf54fcc890176p+1,0x1.99e425e9efa67p-2,0x1.101f379fc3c04p-3,0x1.b696a7fbfe440p-10,-0x1.d292af8add46ep-1,0x1.3530e069b52e5p-3,0x1.0b3592e9b4af3p-8,0x1.4a117f60be08bp-5
3.4499999999999704,0x1.69cb29c75ef7dp-2,-0x1.2de2d76836613p+1,-0x1.c3c5daf98d22fp+1,0x1.b0235415da3b5p-2,0x1.199baee5bcb4ap-3,0x1.5b42ad365b0bbp-10,-0x1.d1ed06c101fdcp-1,0x1.42f63ce736d1ep-3,-0x1.01ad3bc022d52p-6,0x1.7ba5fc090b66cp-5
3.47999999999997,0x1.67dcd7ccd6d43p-2,-0x1.2e6d98b794a6dp+1,-0x1.c85f66216decap+1,0x1.c6c3c9a0da275p-2,0x1.23155d9151e31p-3,0x1.00ec666545023p-10,-0x1.d146a1d8dc0d5p-1,0x1.34872ca09d705p-3,0x1.3844574e64266p-8,0x1.4cfec69ec7f00p-5
3.509999999999969,0x1.65ea5ff64b131p-2,-0x1.2efcb6908b854p+1,-0x1.cd211fee2e6c9p+1,0x1.ddbf5872668c7p-2,0x1.2c8aae4d507e1p-3,0x1.56fa263775d40p-11,-0x1.d09fae655910ap-1,0x1.41e10f5ed7366p-3,-0x1.cbead3a0e0101p-7,0x1.7d20a6226f1efp-5
3.5399999999999685,0x1.63f2d0df32688p-2,-0x1.2f91ef7af4d82p+1,-0x1.d20b6d13172dcp+1,0x1.f5276580477dfp-2,0x1.35fd2aa9f5f24p-3,0x1.5c884787688bfp-12,-0x1.cff8518f06a2cp-1,0x1.33d9b579f7f85p-3,0x1.657bd5796c99ap-8,0x1.4e761ca596f30p-5
3.569999999999968,0x1.61f53c67ffe1cp-2,-0x1.302b42b5eab6ap+1,-0x1.d71dc9f5a3c0bp+1,0x1.067a2022f55fdp-1,0x1.3f6b3ef578bf2p-3,0x1.f049b0aed0f08p-16,-0x1.cf50a3ce8a95cp-1,0x1.40c865b900abfp-3,-0x1.9471c0f579df0p-7,0x1.7d642e6a1a45dp-5
3.5999999999999672,0x1.5ff0b53b60c7ep-2,-0x1.30ca83d4bbe6dp+1,-0x1.dc587b2b9be4fp+1,0x1.129a2083426cbp-1,0x1.48d5a7ae2ef3dp-3,-0x1.188a3fbf1e0dap-12,-0x1.cea894c0f4affp-1,0x1.32f3480c64cafp-3,0x1.9961470a9feaep-8,0x1.4f8fa7b9fb99ap-5
3.6299999999999666,0x1.5de456ae38849p-2,-0x1.316dca07db0dbp+1,-0x1.e1bafb49569afp+1,0x1.1ef10e29668bap-1,0x1.523b9d9bff14dp-3,-0x1.1c792298e9fe6p-11,-0x1.ce003554168f7p-1,0x1.3fabdb2c4f106p-3,-0x1.565a7d8742658p-7,0x1.7d2b4b08aa134p-5
3.659999999999966,0x1.5bcf3cf4fa702p-2,-0x1.3216c7733fcd0p+1,-0x1.e74577af9bc72p+1,0x1.2b873c303ffb2p-1,0x1.5b9ea73aa50b1p-3,-0x1.aa7a914a2e05ap-11,-0x1.cd577d63a3facp-1,0x1.323d90992883fp-3,0x1.c6b97a3582352p-8,0x1.50899e471a0b7p-5
3.6899999999999653,0x1.59b087b4d2fa1p-2,-0x1.32c39d003b79ep+1,-0x1.ecf7833b683f3p+1,0x1.385a07d296b74p-1,0x1.64fd31f4d0c0ep-3,-0x1.1733a0f9367a3p-10,-0x1.ccae9632e2624p-1,0x1.3e8b1a3db56e9p-3,-0x1.1ed6b118c4fb2p-7,0x1.7c75b2ac6d8cap-5
3.7199999999999647,0x1.57875cb8caae5p-2,-0x1.3375ee402f1fdp+1,-0x1.f2d14678d33f4p+1,0x1.4570e6f26fd71p-1,0x1.6e57f8078164ap-3,-0x1.586ea8fa55bbep-10,-0x1.cc056f8fa8f4ep-1,0x1.314e8af6895f3p-3,0x1.ed812d31efbe3p-8,0x1.5125a95af4bfbp-5
3.749999999999964,0x1.5552e8087759fp-2,-0x1.342c289b03b5dp+1,-0x1.f8d24af288653p+1,0x1.52c731380d379p-1,0x1.77ad666219d2ep-3,-0x1.9371b1a62849ap-10,-0x1.cb5bf95cbb4aep-1,0x1.3d30e63550581p-3,-0x1.bac9321ecdda5p-8,0x1.7ba0ca10e5e50p-5
3.7799999999999634,0x1.53125c0becfd3p-2,-0x1.34e7d040059dbp+1,-0x1.fefa9fbf5b8abp+1,0x1.60654a88f55fep-1,0x1.80fe35c642d79p-3,-0x1.cd5f552350fd0p-10,-0x1.cab21e9a1e7c3p-1,0x1.30258fdb14e58p-3,0x1.0d7588074fef0p-7,0x1.521eaa333449bp-5
3.8099999999999627,0x1.50c4e74e06a2bp-2,-0x1.35a75cbe7f4c0p+1,-0x1.02a4e83b0aa47p+2,0x1.6e46a5e9c6300p-1,0x1.8a4a6bb67ad94p-3,-0x1.0057c87f4e4efp-9,-0x1.ca07e3837f4ccp-1,0x1.3c07126b25a97p-3,-0x1.3139b95bd0ce8p-8,0x1.7aac4ebe74b2fp-5
3.839999999999962,0x1.4e69c142b681cp-2,-0x1.366c354da1d58p+1,-0x1.05dfeb7aa2437p+2,0x1.7c76b59178638p-1,0x1.93938ca253a54p-3,-0x1.197967d89c715p-9,-0x1.c95d2eb5f091cp-1,0x1.2f61f54f5fba7p-3,0x1.242ee8e78b249p-7,0x1.535594ec89705p-5
3.8699999999999615,0x1.4c002805b8520p-2,-0x1.3733d505635a6p+1,-0x1.092da10fd1be7p+2,0x1.8b1a3a171e7efp-1,0x1.9cd76135e85afp-3,-0x1.41613f79209a8p-9,-0x1.c8b3d3799dc51p-1,0x1.3aaf5da6f3dd9p-3,-0x1.80fd360170dcap-7,0x1.81654855086d7p-5
3.899999999999961,0x1.49875a5f5922cp-2,-0x1.38141e16fefd9p+1,-0x1.0c8824bc21542p+2,0x1.9a49e6523ad00p-1,0x1.a61ef322d30bcp-3,-0x1.80e03eff135f4p-9,-0x1.c7fa34ccb9a0cp-1,0x1.3079c755108f0p-3,-0x1.8de0832118564p-11,0x1.a97f0f5ccf010p-5
3.92999999999996,0x1.46feac4dd4d55p-2,-0x1.3935add5646e6p+1,-0x1.0ff4d991ecc76p+2,0x1.a6e1f46cccb86p-1,0x1.ad4def4ed7e05p-3,-0x1.7ef133df3c75cp-9,-0x1.c707b0d410d41p-1,0x1.5e554f0b3edaap-4,0x1.bda0d1cd77c41p-6,0x1.18b2df9b5a874p-4
3.9599999999999596,0x1.4465f29eb05a4p-2,-0x1.3a5af0fd66591p+1,-0x1.138642b0c2c6ap+2,0x1.af7ba10354810p-1,0x1.b0a0b6eaff60dp-3,-0x1.6ef44ce4b28c7p-9,-0x1.c6130a8570a59p-1,0x1.78f95fe1e27e0p-6,0x1.b9d9ce5fd4000p-8,0x1.a59294c57f3e0p-5
3.989999999999959,0x1.41bdea5e97166p-2,-0x1.3b220626a3489p+1,-0x1.174cad68ac32bp+2,0x1.b4abf00647deap-1,0x1.b0271e002625dp-3,-0x1.84f4fdc1e7bf1p-9,-0x1.c5781ec1441bfp-1,-0x1.3949b55556906p-5,-0x1.32099d541e73ep-10,0x1.c998bdf2950bep-6
4.019999999999959,0x1.3f082579970c7p-2,-0x1.3bb3640baa046p+1,-0x1.1b2f6dcd6c9d8p+2,0x1.b73e44985c03ep-1,0x1.acbfbee3898dcp-3,-0x1.c99b27f745505p-9,-0x1.c512d1756ce5cp-1,-0x1.28841946b649cp-4,-0x1.6c3a26a1917a2p-6,0x1.e74c18233d022p-6
4.049999999999958,0x1.3c46d06d880a2p-2,-0x1.3c507760a34b6p+1,-0x1.1f11560c0fe64p+2,0x1.b82cf0a610d78p-1,0x1.a7ab95b7fb3b9p-3,-0x1.1459e1835a517p-8,-0x1.c4aaf1fb1681ap-1,-0x1.7bd0786dbdf7ep-4,-0x1.d0a016e877983p-7,0x1.05b8fb7029830p-5
4.079999999999957,0x1.397c738ed9044p-2,-0x1.3d13a0f975e3dp+1,-0x1.22e47be35b10bp+2,0x1.b801eb7f369e2p-1,0x1.a1ac9e6daba6ep-3,-0x1.469d7cf57b021p-8,-0x1.c429420165f80p-1,-0x1.a265f63056e12p-4,-0x1.6f884cd376461p-6,0x1.60af6228d77abp-5
4.109999999999957,0x1.36aba83146bc4p-2,-0x1.3dfab816723adp+1,-0x1.26a5907075f63p+2,0x1.b7253e26cb3bap-1,0x1.9b25ff1b1b172p-3,-0x1.7b9cd6fd0a7cfp-8,-0x1.c3913cf6db1bdp-1,-0x1.c2024e0e04c09p-4,-0x1.e64a4c8c749d6p-7,0x1.649858658d8b0p-5
4.139999999999956,0x1.33d6ff7805bdcp-2,-0x1.3eff0cb4b1ce2p+1,-0x1.2a53f390def85p+2,0x1.b5c88e80bf287p-1,0x1.9456cc1254b69p-3,-0x1.af30e44e04a81p-8,-0x1.c2e86a12cdb60p-1,-0x1.c7ba5981a0fc3p-4,-0x1.416299ad53513p-6,0x1.a1eb21b57bed2p-5
4.1699999999999555,0x1.3100ee2450ba5p-2,-0x1.401d2f92a42a3p+1,-0x1.2def5e4105122p+2,0x1.b40cf1c05a76bp-1,0x1.8d5b106d4b9e7p-3,-0x1.e21611d984b03p-8,-0x1.c232655373ee6p-1,-0x1.d8bd5d267c5c4p-4,-0x1.af559b0ba94d1p-7,0x1.9882aeb540fdcp-5
4.199999999999955,0x1.2e2bbcf66f558p-2,-0x1.414d9e0033252p+1,-0x1.3178b3855cf8ep+2,0x1.b203eb38ca594p-1,0x1.864879bda461dp-3,-0x1.096379a8fa88dp-7,-0x1.c17500f8d9c79p-1,-0x1.d33983192ae62p-4,-0x1.1758d0191bbd8p-6,0x1.bb94bf106f37ap-5
4.229999999999954,0x1.2b59926e3412dp-2,-0x1.428e9837394cdp+1,-0x1.34effe524129bp+2,0x1.afbdacac0f73fp-1,0x1.7f28aa8511e7bp-3,-0x1.212735332956ep-7,-0x1.c0b202cd7a08dp-1,-0x1.df3cf35f0f608p-4,-0x1.83603291e741fp-7,0x1.accae97ededf4p-5
4.259999999999954,0x1.288c7166f1576p-2,-0x1.43db4f800469ep+1,-0x1.3855ee3d803aap+2,0x1.ad3eb1bff87c5p-1,0x1.780220dbd3c29p-3,-0x1.380ffb1879bfbp-7,-0x1.bfecd93202a63p-1,-0x1.d665fc1b99bdfp-4,-0x1.fc4c449ef8dbep-7,0x1.c0f58e1d22dbdp-5
4.289999999999953,0x1.25c63839d99e9p-2,-0x1.45334feac2ac9p+1,-0x1.3baa848e27279p+2,0x1.aa8f49dfa6ceep-1,0x1.70d81385ba168p-3,-0x1.4e993e9f5bceap-7,-0x1.bf2618484e6e6p-1,-0x1.e0c0418bad1c9p-4,-0x1.723b4cb1172f3p-7,0x1.b16f549ed2b87p-5
4.319999999999952,0x1.23089f6a4a5dep-2,-0x1.4693fba80b820p+1,-0x1.3eee14e7db9f9p+2,0x1.a7ae77e0165b2p-1,0x1.69ac2c281b629p-3,-0x1.64946f466c11cp-7,-0x1.be5f65b71df9cp-1,-0x1.d715492ff64bfp-4,-0x1.e487b4649e6b0p-7,0x1.be44f0fcace8cp-5
4.349999999999952,0x1.20553199f0f07p-2,-0x1.47fd5f8b614a8p+1,-0x1.422097ec0da34p+2,0x1.a4a1534fc89aap-1,0x1.6280d35a5f382p-3,-0x1.7a5bc577ede8dp-7,-0x1.bd98e31a11992p-1,-0x1.e0304e95d3e06p-4,-0x1.71ac5139dae09p-7,0x1.af5aff01d88b8p-5
4.379999999999951,0x1.1dad553dd5e22p-2,-0x1.496e37c758217p+1,-0x1.454221b3c0628p+2,0x1.a166671b7f64bp-1,0x1.5b56114971de7p-3,-0x1.8fcdb584da78ep-7,-0x1.bcd32c7b8d2fep-1,-0x1.d68617c6c5d54p-4,-0x1.dd4717b80ac6ep-7,0x1.b9418bbab0163p-5
4.40999999999995,0x1.1b1251c3679c0p-2,-0x1.4ae7699186b8fp+1,-0x1.4852888034322p+2,0x1.9e0098825d99dp-1,0x1.542cace1b838ap-3,-0x1.a531d7a86b869p-7,-0x1.bc0db992d72f4p-1,-0x1.df36f0bcfe5edp-4,-0x1.7afa07d2d9bd5p-7,0x1.ad660f139375bp-5
4.43999999999995,0x1.188551fbc794ap-2,-0x1.4c68362999ad3p+1,-0x1.4b51c8dd67f15p+2,0x1.9a6e52a0f41e9p-1,0x1.4d03dd99966b7p-3,-0x1.ba77ace775353p-7,-0x1.bb48cee1f2b98p-1,-0x1.d5f7b9d336a13p-4,-0x1.e3364edcf1a64p-7,0x1.b5f43193ed428p-5
4.469999999999949,0x1.16076272bc4f4p-2,-0x1.4df81d42ae445p+1,-0x1.4e3b6303b766cp+2,0x1.9754ab8890a3bp-1,0x1.465443ef2578cp-3,-0x1.d09b6464f8224p-7,-0x1.ba7efd0a63c51p-1,-0x1.9fab8919999e5p-4,-0x1.b2ae92155b89ap-7,0x1.c326c00c436e9p-5
