t,z,u,v,w,phi,theta,psi,p,q,r
6.809999999999899,0x1.faf173c9af7dep-4,0x1.1798f4ba7946cp-1,-0x1.04c88a35e96c9p+3,0x1.b858a172036f8p-1,0x1.9e309eff15eb0p-4,0x1.df534c743b22fp-3,-0x1.b721ab89839bdp-1,-0x1.3c045c1733d5bp-4,0x1.371af2da311e8p-4,-0x1.e132bce44d5dbp-5
6.839999999999899,0x1.ef6268e1dd634p-4,0x1.40fad20f4fed1p-1,-0x1.05b95d448a7dfp+3,0x1.ba46f81957a57p-1,0x1.93c87d0c4e528p-4,0x1.e3cd8a9eac4a5p-3,-0x1.b7ec4c9086e2dp-1,-0x1.176b86580a91bp-4,0x1.e3fca84c97734p-5,-0x1.c6d0f33d5ea1bp-5
6.869999999999898,0x1.e3f165c25fdb7p-4,0x1.6ab1b8e52fa98p-1,-0x1.06a319c0e5d2bp+3,0x1.bc5b6804059e5p-1,0x1.89633f924523ep-4,0x1.e85b59d0d1d44p-3,-0x1.b8b7e4bf6ebc5p-1,-0x1.39e1281e891a6p-4,0x1.424754389bddcp-4,-0x1.e3c388c6e4e37p-5
6.899999999999897,0x1.d89c695dd84fap-4,0x1.94bcfdcc88968p-1,-0x1.0785af5b0572ap+3,0x1.be87ab384652fp-1,0x1.7ef48f1b907bep-4,0x1.ecee9d3403a3dp-3,-0x1.b9835c1b7c3f3p-1,-0x1.19088d0ec9bbbp-4,0x1.ec16380b98fb8p-5,-0x1.c39674f970a74p-5
6.929999999999897,0x1.cd617afcd52afp-4,0x1.bf24d8e783a7ep-1,-0x1.08611de3a9701p+3,0x1.c0dc2caa734f7p-1,0x1.74872e9e83428p-4,0x1.f1872e9d771e6p-3,-0x1.ba50acc954321p-1,-0x1.37aee5805536ep-4,0x1.45e9b1b0e91d5p-4,-0x1.e84d9e80bfe1fp-5
6.959999999999896,0x1.c23e8a0340de6p-4,0x1.e9e7dd5ae64b1p-1,-0x1.093557888ba49p+3,0x1.c34be5125fc42p-1,0x1.6a107bbf59256p-4,0x1.f61fd7d257839p-3,-0x1.bb1eb62567cafp-1,-0x1.1a2d880ac24fep-4,0x1.ee5157195016bp-5,-0x1.c331d27bc8201p-5
6.989999999999895,0x1.b73175b884942p-4,0x1.0a83b05f4664ap+0,-0x1.0a026790295f6p+3,0x1.c5dfcc7a07ed8p-1,0x1.5f9631b0144d0p-4,0x1.fab67f19a5040p-3,-0x1.bbeea180dc065p-1,-0x1.36b70293daa9ep-4,0x1.45c7cbe32c90dp-4,-0x1.ec3a72b677112p-5
7.019999999999895,0x1.ac382cae06cecp-4,0x1.2041ebe954dcbp+0,-0x1.0ac83226e88e2p+3,0x1.c894ab3627507p-1,0x1.551539decd760p-4,0x1.ff4a17a2d635ap-3,-0x1.bcbf97e81be24p-1,-0x1.1a74fe7304451p-4,0x1.ed3267ad48530p-5,-0x1.c3c99cefc24e1p-5
7.049999999999894,0x1.a150a54104c53p-4,0x1.362d4e6580883p+0,-0x1.0b86c92b545a7p+3,0x1.cb716ade0e5a8p-1,0x1.4a928f26fdfdap-4,0x1.01ec93e7d2302p-2,-0x1.bd924839521a9p-1,-0x1.354f206cde7a5p-4,0x1.4464ce587edf4p-4,-0x1.ef4ae12262e93p-5
7.0799999999998935,0x1.9678ec58d5f40p-4,0x1.4c26ee044d994p+0,-0x1.0c3c64139556bp+3,0x1.cff38aca0b199p-1,0x1.41905926962e5p-4,0x1.0424fbea8f94bp-2,-0x1.be5e2101bd030p-1,-0x1.71fe4910c73cfp-5,0x1.d23951572d0b5p-5,-0x1.a292f55acd174p-5
7.109999999999893,0x1.8baedbb75481ep-4,0x1.6212274d77654p+0,-0x1.0ceb670890861p+3,0x1.d5c605600ab4fp-1,0x1.39ab5814488e7p-4,0x1.06790cdb2bfa4p-2,-0x1.bf1ddacb0d0bap-1,-0x1.e0f56a7385460p-5,0x1.63fce40bcaef7p-4,-0x1.c0438367c867ap-5
7.139999999999892,0x1.80f1a325df30cp-4,0x1.762795d5272a6p+0,-0x1.0d9ecb0352b96p+3,0x1.dc86dd6450e00p-1,0x1.3394afd60f037p-4,0x1.08844280221d0p-2,-0x1.bf5f5d0506f8bp-1,-0x1.05af53e7aee0ep-5,0x1.62b2ae2ef9da5p-5,0x1.99d9922c3924ep-7
7.169999999999892,0x1.763f1222b9a55p-4,0x1.885bafc13afdbp+0,-0x1.0e59f45ac9d19p+3,0x1.e3a3ed4676609p-1,0x1.2ebf107df46fcp-4,0x1.0a7d7d58c0f10p-2,-0x1.bf23e05439f3ap-1,-0x1.be6dbf8891019p-5,0x1.6465ea42bc4bcp-4,0x1.d0fa24ca89550p-8
7.199999999999891,0x1.6b93382ef6b55p-4,0x1.9a15c21077a60p+0,-0x1.0f15440b8c4b8p+3,0x1.eb6dd448c020cp-1,0x1.2a40cc01555f0p-4,0x1.0d0adea7d6f4ap-2,-0x1.bec3ddc67ab74p-1,-0x1.0036f6ed5bbcdp-5,0x1.5081159665ae7p-4,0x1.c72805069708ap-6
7.22999999999989,0x1.60ea912212a9cp-4,0x1.ab3aa4a351a57p+0,-0x1.0fd2616f75dbep+3,0x1.f4048c1fbffd6p-1,0x1.26431b88ca5ffp-4,0x1.1021c99e8891ap-2,-0x1.be37c78d9a3a7p-1,-0x1.ac57ba1613cddp-5,0x1.f993f0773375cp-4,0x1.ae952e4ce32b1p-6
7.25999999999989,0x1.56403d1d258cdp-4,0x1.bc4f9b17a0ed9p+0,-0x1.108f0d3d455e0p+3,0x1.fcfb6ce12176cp-1,0x1.2246f33a7725ap-4,0x1.138a9e2d1007dp-2,-0x1.bd9c0cf34ce91p-1,-0x1.12849e651a242p-5,0x1.a7999ef2c9c53p-4,0x1.17557ee3dcb9bp-5
7.289999999999889,0x1.4b8ec3dd2cfd1p-4,0x1.cd62fe7d9e7bfp+0,-0x1.114b28fafcdbcp+3,0x1.03457738d47d6p+0,0x1.1e7bf7ab199cbp-4,0x1.1738f49962a11p-2,-0x1.bcf455bc49d37p-1,-0x1.a226ccb37da51p-5,0x1.21a15f1674c23p-3,0x1.fc68787b758acp-6
7.319999999999888,0x1.40d03fb377c1ep-4,0x1.de93b61411451p+0,-0x1.120663e71898bp+3,0x1.0837285e98a32p+0,0x1.1aa56a1c4cc30p-4,0x1.1b13b6945296fp-2,-0x1.bc454a91d3fcdp-1,-0x1.2366fd0acb3d7p-5,0x1.d67cb2915004bp-4,0x1.2f760a0d5c7a0p-5
7.349999999999888,0x1.35fe9629c9139p-4,0x1.eff50369070e2p+0,-0x1.12c0501e252a6p+3,0x1.0d65fed57c27ep+0,0x1.16e36678d7ed7p-4,0x1.1f0cab7ecd876p-2,-0x1.bb9444c265d28p-1,-0x1.9c46335978a3ep-5,0x1.3153a3ee14f4fp-3,0x1.02f08375eb5ccp-5
7.379999999999887,0x1.2b138566ba728p-4,0x1.00c54404b97f8p+1,-0x1.137901ef4346dp+3,0x1.12c16707bc4dep+0,0x1.131a85a86501cp-4,0x1.231cd51b93d5dp-2,-0x1.bae027c81e542p-1,-0x1.2d7bcb8a1fd0fp-5,0x1.eeb659cd4daa7p-4,0x1.39c49b83922c4p-5
7.4099999999998865,0x1.2008d99908708p-4,0x1.09adcf8a30c24p+1,-0x1.14305a2158920p+3,0x1.1854c6129d1e0p+0,0x1.0f5e03337e06fp-4,0x1.273ae24800a7fp-2,-0x1.ba2bbeae2109cp-1,-0x1.98e885c931f36p-5,0x1.386e68953ff44p-3,0x1.0358c02fd4120p-5
7.439999999999886,0x1.14d87bde51a99p-4,0x1.12b55d767db04p+1,-0x1.14e65ab49234fp+3,0x1.1e16b5b274443p+0,0x1.0b9bf6f00ea19p-4,0x1.2b657bb729ae4p-2,-0x1.b976040c02bddp-1,-0x1.35039f5efae43p-5,0x1.fb9c4f2c8ad47p-4,0x1.3e856866fc519p-5
7.469999999999885,0x1.097c66c93647bp-4,0x1.1bdc022f31a2dp+1,-0x1.159b0f91f7e5ap+3,0x1.241027cbd15acp+0,0x1.07e452f65fc8ep-4,0x1.2f97266e4c66ap-2,-0x1.b8c0342124f05p-1,-0x1.96624baff89b3p-5,0x1.3bfa111ebec03p-3,0x1.03deb6379c7bcp-5
7.4999999999998845,0x1.fbdd6eaf7d915p-5,0x1.252366d1a566bp+1,-0x1.164e70fa42527p+3,0x1.2a39f0476cf75p+0,0x1.0425d939f71a4p-4,0x1.33d16b999e409p-2,-0x1.b809b44549a51p-1,-0x1.3c903fc7c2da5p-5,0x1.022923e012a8fp-3,0x1.414c7a2e2c666p-5
7.529999999999884,0x1.e4535da096d0cp-5,0x1.2e89fce91b3bcp+1,-0x1.17009f7b91773p+3,0x1.309b572141ab5p+0,0x1.006ee0f47cefep-4,0x1.380f8793b4cefp-2,-0x1.b752fc5ff5d22p-1,-0x1.9594a05b70652p-5,0x1.3dda425f3114dp-3,0x1.055fff1239a40p-5
7.559999999999883,0x1.cc4f843ad0d83p-5,0x1.3811e35ebe909p+1,-0x1.17b17525107d4p+3,0x1.37341dc3eca91p+0,0x1.f971582141cebp-5,0x1.3c54426f57788p-2,-0x1.b69bcc9178facp-1,-0x1.3ff1e282c675dp-5,0x1.05786d697e3d4p-3,0x1.4375b95ea0e70p-5
7.589999999999883,0x1.b3c71ada5568cp-5,0x1.41b9395c6cb18p+1,-0x1.186127582c303p+3,0x1.3e06fc4df074ep+0,0x1.f213a6c78594fp-5,0x1.409b3a8136cd5p-2,-0x1.b5e470c19e9bbp-1,-0x1.94d400b602b6dp-5,0x1.3ee4cdceceecap-3,0x1.06e0335a427dap-5
7.619999999999882,0x1.9aafb270d72e5p-5,0x1.4b827842e50dcp+1,-0x1.190f8ae647d0fp+3,0x1.4513b560c3ed0p+0,0x1.eab5fa4e1b7aap-5,0x1.44e73e615ae9ap-2,-0x1.b52ce88af1216p-1,-0x1.4361110865046p-5,0x1.07f18d7602dbfp-3,0x1.44a2176483a32p-5
7.649999999999881,0x1.80ff43ff8b15fp-5,0x1.556aeafcb87aep+1,-0x1.19bce1f2a983ep+3,0x1.4c5cdd027eaaap+0,0x1.e36416b3c11abp-5,0x1.493518b03318bp-2,-0x1.b4751df6e7316p-1,-0x1.94fa677cb615ap-5,0x1.3fbb359d3a272p-3,0x1.08be87e960f4fp-5
7.679999999999881,0x1.66abf9ae74479p-5,0x1.5f752fb782876p+1,-0x1.1a6904b09ee30p+3,0x1.53e0942242f2ap+0,0x1.dc0b7c8d5bc5cp-5,0x1.4d8732a85712dp-2,-0x1.b3bd2c18f9c68p-1,-0x1.488fb586cbed2p-5,0x1.0a00397c1d351p-3,0x1.45cea096d4eb7p-5
7.70999999999988,0x1.4bac535e03401p-5,0x1.699e3dbb3df7ap+1,-0x1.1b1435dc4efbbp+3,0x1.5ba2316774e18p+0,0x1.d4b8b84c0e18ap-5,0x1.51db231d37a2ep-2,-0x1.b304d6ae2e93cp-1,-0x1.96e084f5d7526p-5,0x1.40933d15b5210p-3,0x1.0b1b09a334083p-5
7.739999999999879,0x1.2ff769c660e0ep-5,0x1.739c0c1002902p+1,-0x1.1bb891af7cef9p+3,0x1.6634e1fef8066p+0,0x1.d718df8f3b8aap-5,0x1.564ae5f055fb3p-2,-0x1.b228ff866e246p-1,0x1.0a57a11fa8e1fp-5,0x1.1a648aac4eda9p-3,0x1.ce413bd504b54p-5
7.769999999999879,0x1.138277c9da9abp-5,0x1.7cf82c200dd03p+1,-0x1.1c56c624b528cp+3,0x1.762808773976cp+0,0x1.ed3003a184f14p-5,0x1.5aea3f9b5b5f5p-2,-0x1.b0f365b894f33p-1,0x1.86191951e9541p-4,0x1.5ec8dca0ca611p-3,0x1.3049d7f049fd8p-4
7.799999999999878,0x1.ec7d7c69bc3e7p-6,0x1.860c538dac050p+1,-0x1.1cf2435f2a842p+3,0x1.8a025b0059c0fp+0,0x1.081cb2d50bd55p-4,0x1.5fe716127fa8ep-2,-0x1.af8f4ac01bce9p-1,0x1.08c199e0e7d2ap-3,0x1.4eb7d071a5a27p-3,0x1.36bd54d957a99p-4
7.8299999999998775,0x1.b03e66806397ap-6,0x1.90bb566ce08b5p+1,-0x1.1d71f4714790bp+3,0x1.9ede3746ceb30p+0,0x1.1a9c7af4fd7b5p-4,0x1.63de7d3e87bfcp-2,-0x1.aece2662a6556p-1,0x1.1be76854e6a50p-3,0x1.9acbfb452fee5p-4,-0x1.aa889a243f160p-11
7.859999999999877,0x1.723268fe2f8c6p-6,0x1.9d935943aac0ap+1,-0x1.1dcc645332301p+3,0x1.b38e3568ce9acp+0,0x1.2cac860486d41p-4,0x1.660cba8440b77p-2,-0x1.aeec3a8ccc35bp-1,0x1.48eaef9a0d665p-3,0x1.49d6166fdb020p-5,-0x1.82441af45ab9dp-6
7.889999999999876,0x1.3252866295845p-6,0x1.ab9a776d89f14p+1,-0x1.1e177aed98a57p+3,0x1.c7a1616c295fap+0,0x1.3e984d682dca9p-4,0x1.66900267768e8p-2,-0x1.af7a18ee6e881p-1,0x1.3f1ec8967cec9p-3,-0x1.8d4401c1ba106p-7,-0x1.7ce64750bd93cp-5
7.919999999999876,0x1.e16b18e708aebp-7,0x1.ba9684faf3c6fp+1,-0x1.1e56a0245d001p+3,0x1.daee8e102c294p+0,0x1.501ed67f8e499p-4,0x1.65aba8f7379c0p-2,-0x1.b064c22b67c9cp-1,0x1.5cd09ca6096bdp-3,-0x1.c0630b75bcf04p-5,-0x1.f07df4b5099ebp-5
7.949999999999875,0x1.5b06ea4634d2fp-7,0x1.ca1717c0170b8p+1,-0x1.1e90dcbc96846p+3,0x1.edbcf3fd8cbc0p+0,0x1.619f265aaf205p-4,0x1.63db93b31dc6cp-2,-0x1.b182bad7dab66p-1,0x1.5040e1a1789d8p-3,-0x1.30a3c1aef0ebfp-4,-0x1.0d0525d4cafd2p-4
7.979999999999874,0x1.a3bb087cef05fp-8,0x1.d9e5fef15163dp+1,-0x1.1eca1f975817cp+3,0x1.00050d384e2f7p+1,0x1.7304989d22e3ap-4,0x1.615fdd3ab779bp-2,-0x1.b2c0c4d1e8d88p-1,0x1.6410a2d2916e4p-3,-0x1.9a105bebe4aa8p-4,-0x1.2537c4fa74229p-4
8.009999999999874,0x1.197e9a7719f6cp-9,0x1.e9e4553d58c6ep+1,-0x1.1f03a9450f25ap+3,0x1.08feeb8b1d7b2p+1,0x1.846b21a12c7cdp-4,0x1.5e71e02611ab1p-2,-0x1.b416471e49b1dp-1,0x1.57cf833e8ec53p-3,-0x1.add89d1e1ddd6p-4,-0x1.2d6e7073a3d72p-4
8.039999999999873,-0x1.1bf7c1c2006a3p-9,0x1.f9f9299911cc6p+1,-0x1.1f3f6f32040b5p+3,0x1.11cb0abdfba2cp+1,0x1.95c671f3c899dp-4,0x1.5b2f7900708d3p-2,-0x1.b57a75b64c9f4p-1,0x1.66b2ef039f93ap-3,-0x1.f6f417a500199p-4,-0x1.368428cbaee1ep-4
8.069999999999872,-0x1.ab8afe0e8923ep-8,0x1.050d8dd0fed48p+2,-0x1.1f7d76bc4e233p+3,0x1.1a7404ef35fdbp+1,0x1.a71f5bf981611p-4,0x1.57b3df37f2c76p-2,-0x1.b6ec1fc097f1fp-1,0x1.5afdb2bf3b4d9p-3,-0x1.ee782e3ef1e8ap-4,-0x1.3eac2d60e8fa7p-4
8.099999999999872,-0x1.6584c6cbcedd5p-7,0x1.0d1f794a91897p+2,-0x1.1fbebc437c132p+3,0x1.22f76c6fbe402p+1,0x1.b86df3cd3725fp-4,0x1.540b58d246ea6p-2,-0x1.b8672525c537ap-1,0x1.6749a462acafdp-3,-0x1.15146994b38b0p-3,-0x1.40886b460815dp-4
8.129999999999871,-0x1.f5ce31802e1e8p-7,0x1.153096908ecdbp+2,-0x1.2002fd419f0e5p+3,0x1.2b5c7f5eb3a0fp+1,0x1.c9bbf4aa05562p-4,0x1.504322b87ea37p-2,-0x1.b9ebc93534b97p-1,0x1.5ccc823374e69p-3,-0x1.0a14d02bb4183p-3,-0x1.4a70a49b27247p-4
8.15999999999987,-0x1.431c7d2f0f55ap-6,0x1.1d3e451d111d2p+2,-0x1.204ab3d26629cp+3,0x1.33a1e87cb1d89p+1,0x1.db054f326887ap-4,0x1.4c6157ca10096p-2,-0x1.bb77fe8a98acfp-1,0x1.67c9665a08aecp-3,-0x1.249459cda910bp-3,-0x1.48aee92151053p-4
8.18999999999987,-0x1.8b319a56b37dfp-6,0x1.2547daf037394p+2,-0x1.2095a7e0e5996p+3,0x1.3bcad806f7fe4p+1,0x1.ec4fa5814e945p-4,0x1.486bf154b0b69p-2,-0x1.bd0c59d815704p-1,0x1.5e1bcc66de541p-3,-0x1.16a0e32ec9b57p-3,-0x1.54579478dc514p-4
8.21999999999987,-0x1.d2f8e830bf0b8p-6,0x1.2d4c718b1abc7p+2,-0x1.20e4168dc6879p+3,0x1.43d4f62728e0cp+1,0x1.fd970b99ee65ap-4,0x1.446459f4ad10bp-2,-0x1.bea7eddd4a581p-1,0x1.68373876d9816p-3,-0x1.304f903df7b4dp-3,-0x1.50b64c9b0f427p-4
8.249999999999869,-0x1.0d23fb0be5f39p-5,0x1.354b7e056d0d7p+2,-0x1.2135ee7c0e27cp+3,0x1.4bc12d6224ac5p+1,0x1.076e55930d485p-3,0x1.404da977da076p-2,-0x1.c04b2835cae3cp-1,0x1.5eb70ef9b8526p-3,-0x1.20e3a6b16943cp-3,-0x1.5d8f8f15db391p-4
8.279999999999868,-0x1.307bd7f2ba4dep-5,0x1.3d3b9a1983c7ap+2,-0x1.2198b262ada7ap+3,0x1.52f28563671bap+1,0x1.0e2016575ecd7p-3,0x1.3cedd13e943adp-2,-0x1.c1fc214c505bep-1,0x1.d34055e0b7f4ep-4,-0x1.aa0c40e0f0475p-4,-0x1.80f5d9c7d3b31p-4
8.309999999999867,-0x1.5373524d3066dp-5,0x1.455615789e146p+2,-0x1.22136cf69343dp+3,0x1.5816617ec0db5p+1,0x1.110f7025e36d3p-3,0x1.39a5b2424bb2dp-2,-0x1.c3df103e8e8c4p-1,0x1.c9de127d28b57p-5,-0x1.1c1fbf3c670b7p-3,-0x1.c17fe1bd3b622p-4
8.339999999999867,-0x1.75f6695c2f2c5p-5,0x1.4dfe1183c89bcp+2,-0x1.228a8083abd27p+3,0x1.5ae41a565c037p+1,0x1.0fef0caef66ccp-3,0x1.360c05193dab6p-2,-0x1.c645d14d80640p-1,0x1.2b0d6a0f73740p-10,-0x1.10c1c77c7f938p-3,-0x1.3cfeeab0aca0ep-3
8.369999999999866,-0x1.97eda7c0ccee8p-5,0x1.570255868b5a1p+2,-0x1.22fdc906b810ap+3,0x1.5bc2af29623ebp+1,0x1.0bc9c89fa0ca4p-3,0x1.320facbe97f4ep-2,-0x1.c902bce114e3cp-1,-0x1.f2a015b171646p-6,-0x1.59b2e3aa0db29p-3,-0x1.306dac458a636p-3
8.399999999999865,-0x1.b93ecbb22ad52p-5,0x1.600504904914ap+2,-0x1.237606d598b03p+3,0x1.5b6d9b11fe3b5p+1,0x1.061b2baf0aaedp-3,0x1.2dcceb8ceb0a1p-2,-0x1.cbc67a214aad6p-1,-0x1.938f6d4100c32p-5,-0x1.349adb1bcf01ap-3,-0x1.4158a5d8445dcp-3
8.429999999999865,-0x1.d9ccce539f1dcp-5,0x1.68e628b323caep+2,-0x1.23eff978690fbp+3,0x1.5a7c97fb7f99bp+1,0x1.ff89faaaf8b84p-4,0x1.297cea5f203ccp-2,-0x1.ce791be22d577p-1,-0x1.c7e7cd5ca6c4bp-5,-0x1.5caee16ae6c5ap-3,-0x1.2179f50fe5227p-3
8.459999999999864,-0x1.f97c30817cd87p-5,0x1.718d29da00788p+2,-0x1.2465604edd325p+3,0x1.59a6f4eac47bfp+1,0x1.f240d2108375fp-4,0x1.25ddaf0dcbabfp-2,-0x1.d1158f443c497p-1,-0x1.055284d4da599p-4,-0x1.a949a4809cab9p-4,-0x1.39817ffb42b2ap-3
8.489999999999863,-0x1.0c1b722a25a8bp-4,0x1.79e78f29444c6p+2,-0x1.24d639383894fp+3,0x1.595e78dca7b4ep+1,0x1.e50b050bc7599p-4,0x1.23422f758230bp-2,-0x1.d38e30237e58bp-1,-0x1.efa8be0f62ad2p-5,-0x1.a07b9cd291a5fp-4,-0x1.1097a9f181bcfp-3
8.519999999999863,-0x1.1af725e572cb8p-4,0x1.820248ae6c711p+2,-0x1.2545238939577p+3,0x1.59636ae59d172p+1,0x1.d7ddadb9df14ap-4,0x1.214807bbfe1fbp-2,-0x1.d5e476b84d699p-1,-0x1.1a1834e9799f4p-4,-0x1.ed3c7d12b9f52p-5,-0x1.22e7a859eb5c9p-3
8.549999999999862,-0x1.294c7e2209599p-4,0x1.89fd2ce38a64ap+2,-0x1.25aa798849e1fp+3,0x1.59a8f232e91f5p+1,0x1.cab93796131dcp-4,0x1.1fc61bc1eeb7dp-2,-0x1.d82e449bc39f3p-1,-0x1.fd6294806cecep-5,-0x1.1db279d32d6b0p-4,-0x1.0cb19dd62caaep-3
8.579999999999862,-0x1.37188e13bbd6cp-4,0x1.91dbc0f6e2495p+2,-0x1.2608192928c4cp+3,0x1.5a10a602ad1bap+1,0x1.bd9a1f84ce5bbp-4,0x1.1e905c63ba613p-2,-0x1.da6aaa6d3553ap-1,-0x1.220c7a5b79c30p-4,-0x1.427204729051bp-5,-0x1.1af99ab085cd3p-3
8.60999999999986,-0x1.4459c92f8fc25p-4,0x1.99abc5b27fe6cp+2,-0x1.265ad807ed0e5p+3,0x1.5a91b61408539p+1,0x1.b083a5f8e502bp-4,0x1.1d9103fc39418p-2,-0x1.dca2256fc3cfap-1,-0x1.00738fa2e7495p-4,-0x1.c1a889d855db8p-5,-0x1.0bc23c6be42fbp-3
8.63999999999986,-0x1.510f8aa028332p-4,0x1.a16e9a257685dp+2,-0x1.26a3b41510d86p+3,0x1.5b1be2dd978f9p+1,0x1.a3733c539c057p-4,0x1.1cb1db1e60e31p-2,-0x1.ded463e0425a1p-1,-0x1.248df4f1b523cp-4,-0x1.ed1e1b931d0f8p-6,-0x1.18397ad878b98p-3
8.66999999999986,-0x1.5d39cb382735bp-4,0x1.a92a4b91c7bfap+2,-0x1.26e14646b45aep+3,0x1.5bab2c3492e96p+1,0x1.9667672eb4e84p-4,0x1.1beaad8ae8ac3p-2,-0x1.e104c72e110e0p-1,-0x1.012e1c3b5fac2p-4,-0x1.884cbe7ebb26ap-5,-0x1.0be2230537ceep-3
8.699999999999859,-0x1.68d9068ea867bp-4,0x1.b0de75a47cb10p+2,-0x1.27143bdd8b782p+3,0x1.5c388e1bf7791p+1,0x1.8961848103d9dp-4,0x1.1b318254c07a6p-2,-0x1.e332cb4db96e7p-1,-0x1.2538cbc7d55c5p-4,-0x1.a33c5e38d6347p-6,-0x1.1728817eceabcp-3
8.729999999999858,-0x1.73ee18b2fd90cp-4,0x1.b88e33d436329p+2,-0x1.273bdbd9ed9b5p+3,0x1.5cc2288c7f637p+1,0x1.7c5f9a5ec652cp-4,0x1.1a830a14ecb58p-2,-0x1.e55fe1c26c517p-1,-0x1.016654f429a1ap-4,-0x1.6adf8e9bbeab8p-5,-0x1.0c19e451b4ce3p-3
8.759999999999858,-0x1.7e7a2875f6244p-4,0x1.c038db4c17facp+2,-0x1.27589c17a36e3p+3,0x1.5d43d91f9f91ap+1,0x1.6f644aff5cb50p-4,0x1.19d906915e953p-2,-0x1.e78bbabbfa5cbp-1,-0x1.24fa433e54230p-4,-0x1.81f6c86fe21c4p-6,-0x1.16a73a1c1fd7ep-3
8.789999999999857,-0x1.887e8ef5d1859p-4,0x1.c7e0399ecb035p+2,-0x1.276a061218812p+3,0x1.5dbd5d0918924p+1,0x1.626db8e932b9bp-4,0x1.1932db5c7ec69p-2,-0x1.e9b703ea764b8p-1,-0x1.0128d67b08dc8p-4,-0x1.5bd423d4c0c81p-5,-0x1.0c49a168191c3p-3
8.819999999999856,-0x1.91fce834f4726p-4,0x1.cf837fe4d2125p+2,-0x1.27706f99a1abbp+3,0x1.5e2c1e5c9e704p+1,0x1.557e3aee53f54p-4,0x1.188cc5fb9c262p-2,-0x1.ebe194b9f56e5p-1,-0x1.24488f9106eb2p-4,-0x1.734c1f340730ep-6,-0x1.166dbf9343c11p-3
8.849999999999856,-0x1.9af6e239406cfp-4,0x1.d723e9d0b268fp+2,-0x1.276b7458f9832p+3,0x1.5e917a42e38c0p+1,0x1.4894932fc9f74p-4,0x1.17e7bc8910347p-2,-0x1.ee0bd5381dd7dp-1,-0x1.007b68ae3e8a5p-4,-0x1.52b4e3250c999p-5,-0x1.0c9136b8482dfp-3
8.879999999999855,-0x1.a36e47865c447p-4,0x1.dec078db2a7b1p+2,-0x1.275b70867c002p+3,0x1.5eeb33a5af371p+1,0x1.3bb1901479c40p-4,0x1.1741358ccff4dp-2,-0x1.f03591bbd9c49p-1,-0x1.2394fd6273e2bp-4,-0x1.6b64299a97865p-6,-0x1.165433ac27b01p-3
8.909999999999854,-0x1.ab650ecdbaa62p-4,0x1.e65a2735cf868p+2,-0x1.2740132d55892p+3,0x1.5f3a6fb0a2803p+1,0x1.2ed46262096ebp-4,0x1.169a1d88d5377p-2,-0x1.f25f0253a221dp-1,-0x1.ff99f5fb87b95p-5,-0x1.4cf79f13583d2p-5,-0x1.0cc8d8d5f8f81p-3
8.939999999999854,-0x1.b2d7b8c9b2578p-4,0x1.eceebb9281e10p+2,-0x1.277d8b6ea3bdep+3,0x1.5ff38325a3fdcp+1,0x1.27771ba5b747cp-4,0x1.153773e5ee7b7p-2,-0x1.f3906449d1e33p-1,-0x1.0182b9bcb054cp-6,-0x1.edb2c32083163p-5,-0x1.76a420e510ee8p-7
8.969999999999853,-0x1.b9c77f8822e88p-4,0x1.f22145b9f73f9p+2,-0x1.28380bab54261p+3,0x1.61722f475c68cp+1,0x1.24684814286c2p-4,0x1.140a6da03568ep-2,-0x1.f394d9bf7c61ep-1,-0x1.11ef8bb053f14p-5,-0x1.0a4dca0374a54p-6,0x1.e35babd654f72p-7
8.999999999999853,-0x1.c03be15adb794p-4,0x1.f6c7f69e98ef3p+2,-0x1.2929aeeab6a4cp+3,0x1.62eb8c517fa0dp+1,0x1.234f491ed6586p-4,0x1.128fb8e96b1cap-2,-0x1.f3195fcbe4586p-1,-0x1.1f049ac4b4440p-10,-0x1.3547e6079fd85p-4,0x1.adf8fec7fdeadp-5
9.029999999999852,-0x1.c637280da52e9p-4,0x1.fb3fd7bddc0c1p+2,-0x1.2a3aa9557f949p+3,0x1.638b825363b3bp+1,0x1.23126e1ae3daep-4,0x1.102438ec39e54p-2,-0x1.f261e6c2d0c98p-1,-0x1.c0cee1923c646p-6,-0x1.34342d200ad70p-4,0x1.8d50902d8ebfbp-5
9.059999999999851,-0x1.cbb9be5c02d89p-4,0x1.ffc5d871d08c5p+2,-0x1.2b4f79d6dc583p+3,0x1.6350e3f287b78p+1,0x1.22c5bd4ed9fd9p-4,0x1.0cf2d8738f769p-2,-0x1.f1ab5d89536dbp-1,-0x1.c41bb6953e180p-10,-0x1.0185802e2885fp-3,0x1.c7b8811611785p-5
9.08999999999985,-0x1.d0c1c1022b264p-4,0x1.02234dd3cf52cp+3,-0x1.2c68aadf2764ap+3,0x1.628dc7236266dp+1,0x1.22ba77effce71p-4,0x1.093d00e521e3fp-2,-0x1.f0f09e2bc59fap-1,-0x1.80d6c88fbb5f9p-6,-0x1.bd377a39d993ep-4,0x1.b2a47c3bf88cbp-5
9.11999999999985,-0x1.d54c3f6c9ae79p-4,0x1.046108c9e0224p+3,-0x1.2d842ac157fdap+3,0x1.615092d3fa2d8p+1,0x1.229ee5bb767f2p-4,0x1.05295cbb80244p-2,-0x1.f036bcba2b143p-1,-0x1.2d01d08643f32p-9,-0x1.324fe74149538p-3,0x1.d290e284cdeb2p-5
